"sp_name","esthe_score","file_name","copyright","iucn","rls","kingdom","phylum","class","order","family","genus","species","ages_mean","ED","ED_sd","max_length","trophic_level","thermal_mp_5min_95max","thermal_95thmax","trophic_group","water_column","diel_activity","habitat","Di","Ui","iucn_code","threats","esthe_score_mean","Importance","fishery_importance"
"Abalistes_stellatus",1572.8821,"Abalistes_stellatus_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Balistidae","Abalistes","Abalistes stellatus",14.6076627900003,17.8971589073247,3.22659649769961,0.675264177381051,0.518518518518518,0.884294256716337,0.920684801156736,"benthic invertivore","demersal","day","sand",0.495123961242094,0.00943929537893569,"NE","nev",1463.71006666667,NA,0
"Abudefduf_abdominalis",1593.0878,"Abudefduf_abdominalis_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf abdominalis",5.63139848154976,10.3132774388206,3.53464194768016,0.543924469105433,0.37037037037037,0.883827756763026,0.821523093441126,"planktivore","demersal","day","coral",0.46895155909952,0.0403262182843932,"LC","nthr",1600.37713333333,NA,0
"Abudefduf_bengalensis",1445.3408,"Abudefduf_bengalensis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf bengalensis",5.99047786781636,10.2349915660393,4.51942496589694,0.436301066895085,0.407407407407407,0.851640330423675,0.935464521388796,"planktivore","demersal","day","coral",0.467601549554394,0.00802997487103194,"LC","nthr",1453.3264,"minor commercial",1
"Abudefduf_concolor",1416.8447,"Abudefduf_concolor_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf concolor",7.14613356459811,12.0807292281218,4.46323138252432,0.457376450129489,0.259259259259259,0.932109744826885,0.893415423582819,"planktivore","demersal","day","coral",0.473218514851132,0.0154072676460865,"LC","nthr",1486.6138,NA,0
"Abudefduf_conformis",1529.6062,"Abudefduf_conformis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf conformis",7.61822917069929,14.2913198752079,4.37977883065875,0.386921548043701,0.296296296296296,0.958466869045338,0.938983964337403,"planktivore","demersal","day","coral",0.473709805784224,0.0195176712974783,"LC","nthr",1458.9055,NA,0
"Abudefduf_luridus",1671.356,"Abudefduf_luridus_J_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf luridus",8.37328078589737,16.1154402214492,4.98735781836235,0.412584760829815,0.555555555555555,0.765679876564561,0.733624272670377,"planktivore","demersal","day","rock",0.528839522292218,0.0198782413069678,"LC","nthr",1452.78266666667,NA,0
"Abudefduf_notatus",1397.199,"Abudefduf_notatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf notatus",5.60187370556699,10.6190383812801,4.25503588541716,0.436301066895085,0.259259259259259,0.895622078746715,0.904530711077534,"planktivore","demersal","day","coral",0.472746480687869,0.0154072676460865,"LC","nthr",1381.11446306333,"of no interest",1
"Abudefduf_saxatilis",1499.3062,"Abudefduf_saxatilis_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis",5.49695822799294,10.1837907273566,3.62046412122169,0.492752561484523,0.518518518518518,0.905681329500716,0.91988430054482,"planktivore","demersal","day","coral",0.468088296145629,0.0115113611101665,"LC","nthr",1478.4597,"minor commercial",1
"Abudefduf_septemfasciatus",1369.0259,"Abudefduf_septemfasciatus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf septemfasciatus",5.02270706257318,10.6120599160329,3.59333659352717,0.493578197413049,0.37037037037037,0.928343783966061,0.938595945711285,"planktivore","demersal","day","coral",0.469177414897529,0.0147890170306715,"LC","nthr",1382.14465,"minor commercial",1
"Abudefduf_sexfasciatus",1649.46,"Abudefduf_sexfasciatus_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf sexfasciatus",5.37112332232987,11.0910383437378,4.28223008024655,0.424813722840309,0.148148148148148,0.860097026454845,0.924799276476421,"planktivore","demersal","day","coral",0.481278043373545,0.0299689406400581,"LC","nthr",1599.903,"minor commercial",1
"Abudefduf_sordidus",1372.6014,"Abudefduf_sordidus_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf sordidus",5.7096989413855,10.4757117529273,4.23358669583525,0.493578197413049,0.296296296296296,0.862966541073967,0.926497747925327,"planktivore","demersal","day","coral",0.470786235113781,0.0278418449492468,"LC","nthr",1356.517,"minor commercial",1
"Abudefduf_sparoides",1525.7122,"Abudefduf_sparoides_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf sparoides",5.3585082844605,10.2473111755173,4.84938097779721,0.424813722840309,0.37037037037037,0.931127375462018,0.896454156526498,"planktivore","demersal","day","coral",0.46877145774674,0.00888734817211089,"LC","nthr",1430.820767765,"of no interest",1
"Abudefduf_troschelii",1528.0579,"Abudefduf_troschelii_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf troschelii",5.62627925873568,10.2079264478949,3.69150086793997,0.46709566490854,0.37037037037037,0.88059988208271,0.905764097231963,"planktivore","demersal","day","coral",0.467728027950392,0.0113153025895999,"LC","nthr",1506.5604,NA,0
"Abudefduf_vaigiensis",1449.2268,"Abudefduf_vaigiensis_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf vaigiensis",5.44291509250643,10.5788149857142,4.31076837056405,0.46709566490854,0.222222222222222,0.837885881463949,0.929482589880619,"planktivore","demersal","day","coral",0.475156331104377,0.0275290069270264,"LC","nthr",1431.57980700327,"subsistence fisheries",2
"Abudefduf_whitleyi",1489.5237,"Abudefduf_whitleyi_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf whitleyi",5.16654973521982,10.777516984559,4.30640318949325,0.399511774502621,0.222222222222222,0.851714077124258,0.893372085294183,"planktivore","demersal","day","coral",0.475419549862482,0.0207776376146646,"LC","nthr",1421.904,NA,0
"Acanthaluteres_brownii",1501.5645,"Acanthaluteres_brownii_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres brownii",6.33513849529824,11.0128096636333,6.3876019159014,0.658776987948576,0.296296296296296,0.649869120948913,0.670540681178032,"omnivore","demersal","day","rock",0.544443708577639,0.0181683266093679,"LC","nthr",1422.74036666667,NA,0
"Acanthaluteres_spilomelanurus",1575.515,"Acanthaluteres_spilomelanurus_M_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres spilomelanurus",6.17171096274373,10.6252884797323,5.39543396262275,0.399511774502621,0.333333333333333,0.592026823030681,0.665282630528451,"omnivore","demersal","day","sand",0.558673172566934,0.0922845065209036,"LC","nthr",1464.13473333333,NA,0
"Acanthaluteres_vittiger",1584.7651,"Acanthaluteres_vittiger_M_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres vittiger",5.92985452164725,10.589234758642,6.02394794361165,0.57313342484647,0,0.606967097616753,0.687964890115482,"omnivore","demersal","day","rock",0.56471645379762,0.0842719463834823,"LC","nthr",1518.1856,NA,0
"Acanthemblemaria_atrata",1302.7755,"Acanthemblemaria_atrata_A_2","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria atrata",14.737073898446,NA,NA,0.204416248357305,0.481481481481481,0.944627549567745,0.88826364386764,"benthic invertivore","benthic","day","rock",0.53125007721538,0.0200904106342043,"VU","thr",1358.35375,NA,0
"Acanthemblemaria_castroi",1367.6534,"Acanthemblemaria_castroi_A_2","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria castroi",13.911420438995,NA,NA,0.238963110485966,0.518518518518518,0.826655300784267,0.788646715540676,"benthic invertivore","benthic","day","rock",0.526777416028561,0.0233237091227097,"VU","thr",1376.0975,NA,0
"Acanthemblemaria_crockeri",1398.2332,"Acanthemblemaria_crockeri_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria crockeri",11.7989607790043,24.1831324061512,3.20587519603897,0.238963110485966,0.518518518518518,0.801481312495173,0.880595168546853,"benthic invertivore","benthic","day","coral",0.479098503625355,0.0269475970835191,"LC","nthr",1385.5352,NA,0
"Acanthemblemaria_hancocki",1430.429,"Acanthemblemaria_hancocki_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria hancocki",12.3462393680952,21.9892125494832,1.34704949768175,0.18445220640724,0.518518518518518,0.909352466346969,0.902904689455581,"benthic invertivore","benthic","day","rock",0.532064517174635,0.0141214093758901,"LC","nthr",1358.60445,NA,0
"Acanthemblemaria_spinosa",1337.366,"Acanthemblemaria_spinosa_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria spinosa",16.9611911750233,24.4914427994837,2.56728108246858,0.0945504158831536,0.407407407407407,0.948278892726884,0.921344521674385,"benthic invertivore","benthic","day","coral",0.492755430361041,0.00655116349305949,"LC","nthr",1410.3445,NA,0
"Acanthemblemaria_stephensi",1401.0662,"Acanthemblemaria_stephensi_A_1","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria stephensi",14.3589561033665,NA,NA,0.204416248357305,0.518518518518518,0.913099121940894,0.825255502118936,"benthic invertivore","benthic","day","rock",0.530189410888218,0.0281420721245992,"VU","thr",1487.753,NA,0
"Acanthistius_cinctus",1664.7361,"Acanthistius_cinctus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Acanthistius","Acanthistius cinctus",31.686662335766,50.5487130440888,20.0051093923088,0.64071731525239,0.777777777777778,0.762549651431815,0.744599626523142,"higher carnivore","demersal","day","rock",0.536464412219899,0.020443788526345,"LC","nthr",1695.2675,NA,0
"Acanthistius_ocellatus",1515.0626,"Acanthistius_ocellatus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Acanthistius","Acanthistius ocellatus",34.1195192309121,49.1621069134231,21.7451481297696,0.687493139391544,0.777777777777778,0.717117613462265,0.732799229133741,"higher carnivore","demersal","day","rock",0.539380630737816,0.010462918830065,"LC","nthr",1397.3066,NA,0
"Acanthistius_pardalotus",1454.4763,"Acanthistius_pardalotus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Acanthistius","Acanthistius pardalotus",12.4247799290998,15.4042053383758,4.419185497736,0.690430921429465,0.777777777777778,0.744270911453772,0.721404089448845,"higher carnivore","demersal","day","rock",0.5392534542116,0.010462918830065,"NE","nev",1421.5018,NA,0
"Acanthistius_patachonicus",1409.419,"Acanthistius_patachonicus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Acanthistius","Acanthistius patachonicus",10.002747249069,15.8025613799031,9.97980821009665,0.690430921429465,0.740740740740741,0.516788093944637,0.525970302283699,"higher carnivore","demersal","day","rock",0.557461792511978,0.0339294557107884,"NE","nev",1298.99636666667,NA,0
"Acanthistius_sebastoides",1316.3113,"Acanthistius_sebastoides_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Acanthistius","Acanthistius sebastoides",25.9732525527946,39.1468642578706,12.4898503199783,0.57313342484647,0.740740740740741,0.718448115119222,0.716456572037443,"higher carnivore","demersal","day","rock",0.534083781452314,0.0289465464827274,"LC","nthr",1301.8866,"commercial",3
"Acanthistius_serratus",1263.283,"Acanthistius_serratus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Acanthistius","Acanthistius serratus",7.92311922930161,12.067116781649,4.43084025637309,0.64071731525239,0.777777777777778,0.713090789491448,0.689342090049962,"higher carnivore","demersal","day","rock",0.539158396863447,0.0226183442490161,"NE","nev",1264.0823,NA,0
"Acanthochromis_polyacanthus",1483.2458,"Acanthochromis_polyacanthus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Acanthochromis","Acanthochromis polyacanthus",8.65758331162723,12.9404216942642,3.94133735641328,0.399511774502621,0.259259259259259,0.886495812384156,0.93058937726293,"planktivore","demersal","day","coral",0.473620568342552,0.00724162541350428,"LC","nthr",1410.42696,NA,0
"Acanthopagrus_australis",1329.9196,"Acanthopagrus_australis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","Acanthopagrus australis",11.8009710191807,18.0074204434566,1.25217178296235,0.693323850077237,0.407407407407407,0.728063920491132,0.753756983687933,"benthic invertivore","demersal","day","rock",0.479961941171624,0.0331635632178482,"LC","nthr",1256.1305,"commercial",3
"Acanthopagrus_latus",1239.7886,"Acanthopagrus_latus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","Acanthopagrus latus",12.219021344317,18.2778326546218,1.56914466096584,0.64071731525239,0.444444444444444,0.906511754464891,0.939983249575715,"benthic invertivore","demersal","day","rock",0.478145309248412,0.032679730893514,"DD","nev",1187.185,NA,0
"Acanthostracion_polygonius",1683.7693,"Acanthostracion_polygonius_J_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Ostraciidae","Acanthostracion","Acanthostracion polygonius",7.59186700000039,23.0282473698766,1.67833575988292e-05,0.64071731525239,0,0.914654483768312,0.904570785560867,"benthic invertivore","demersal","day","coral",0.450774208031382,0.0798397410182449,"LC","nthr",1640.64976666667,"commercial",3
"Acanthostracion_quadricornis",1690.1888,"Acanthostracion_quadricornis_J_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Ostraciidae","Acanthostracion","Acanthostracion quadricornis",7.88263454000002,23.1736311398763,1.02281633113978,0.658776987948576,0.37037037037037,0.834698734580266,0.93082219277404,"benthic invertivore","demersal","day","coral",0.414501036927733,0.0144886655469733,"LC","nthr",1620.1391,"minor commercial",1
"Acanthurus_achilles",1586.9901,"Acanthurus_achilles_A_1",NA,0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus achilles",5.83054254676066,10.3649382090803,3.09571649873792,0.501642527037201,0,0.91689644089674,0.896238252578947,"browsing herbivore","demersal","day","coral",0.494844604947015,0.0064558695345155,"LC","nthr",1631.3818,"commercial",3
"Acanthurus_albipectoralis",1451.5532,"Acanthurus_albipectoralis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus albipectoralis",6.09505351297988,8.91374164896166,3.0593061858508,0.561984141801619,0.518518518518518,0.805880208020875,0.87999506913272,"browsing herbivore","demersal","day","coral",0.471980617382334,0.0482715062439779,"LC","nthr",1454.019,NA,0
"Acanthurus_auranticavus",1530.5442,"Acanthurus_auranticavus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus auranticavus",3.71674355083505,8.37737228252842,1.36091028868784,0.620753273302325,0,0.915271732545374,0.938390976458743,"browsing herbivore","demersal","day","coral",0.497870337413312,0.00523023772975194,"LC","nthr",1544.7998,"commercial",3
"Acanthurus_bahianus",1757.2603,"Acanthurus_bahianus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus bahianus",2.36498371774216,6.8347288869307,2.80365980061475,0.589214143306197,0,0.905400615137646,0.919282422264303,"browsing herbivore","demersal","day","coral",0.496249099671417,0.00156409614997898,"LC","nthr",1804.743,NA,0
"Acanthurus_bariene",1693.1428,"Acanthurus_bariene_A_3","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus bariene",2.8710414642032,7.03387468566708,1.01093705677561,0.64071731525239,0,0.94744682630841,0.909596425981546,"browsing herbivore","demersal","day","coral",0.499061889965996,0.0099839929196981,"LC","nthr",1613.46346666667,"commercial",3
"Acanthurus_blochii",1726.3187,"Acanthurus_blochii_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus blochii",2.47923358293299,6.58489604119862,1.02926185632885,0.620753273302325,0,0.91785371867087,0.913067117987574,"browsing herbivore","demersal","day","coral",0.497498015994221,0.00386772619371688,"LC","nthr",1682.147,"commercial",3
"Acanthurus_chirurgus",1587.0105,"Acanthurus_chirurgus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus chirurgus",3.07458304208088,7.64744803162182,2.66227423050989,0.593638075282508,0,0.899131049909925,0.923286531830614,"browsing herbivore","demersal","day","coral",0.496358048580068,0.00225248499891226,"LC","nthr",1600.3994,"minor commercial",1
"Acanthurus_chronixis",1611.1936,"Acanthurus_chronixis_A_1","NO",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus chronixis",4.09989504127166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU","thr",1522.3783,"of no interest",1
"Acanthurus_coeruleus",1802.5973,"Acanthurus_coeruleus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus coeruleus",7.58909616144857,12.3091264808588,3.01157156108233,0.593638075282508,0,0.905400615137646,0.919282422264303,"browsing herbivore","demersal","day","coral",0.496382438610724,0.00156409614997898,"LC","nthr",1678.77533333333,"minor commercial",1
"Acanthurus_dussumieri",1670.8977,"Acanthurus_dussumieri_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus dussumieri",3.3153315793031,7.17432969663767,0.867693852501508,0.655300135430987,0,0.845298160037563,0.924343142099678,"browsing herbivore","demersal","day","coral",0.498720642100207,0.0218181089835811,"LC","nthr",1643.1941,"minor commercial",1
"Acanthurus_fowleri",1709.6816,"Acanthurus_fowleri_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus fowleri",5.32834924107894,10.2928974772754,4.91521498160079,0.620753273302325,0,0.990816102636296,0.935713938255115,"browsing herbivore","demersal","day","coral",0.500210656033689,0.0190055575869756,"LC","nthr",1643.8999,"minor commercial",1
"Acanthurus_gahhm",1463.0334,"Acanthurus_gahhm_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus gahhm",3.47061747890535,7.45188359083903,1.22049248240107,0.598435373184158,0.296296296296296,0.918397190225924,0.915864632186876,"browsing herbivore","demersal","day","coral",0.474513634616101,0.00560507987376935,"LC","nthr",1501.869,NA,0
"Acanthurus_grammoptilus",1765.4705,"Acanthurus_grammoptilus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus grammoptilus",5.59355454616273,8.25243252931604,1.9613131307548,0.57313342484647,0.0370370370370371,0.909850839070199,0.949941795794218,"browsing herbivore","demersal","day","coral",0.492380112164407,0.0161189141852791,"LC","nthr",1517.77303333333,"commercial",3
"Acanthurus_guttatus",1633.5336,"Acanthurus_guttatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus guttatus",7.12061770566757,11.2789146661875,2.9856148337094,0.516809271085616,0,0.909604131526783,0.889151778801659,"browsing herbivore","demersal","day","coral",0.494742602569665,0.00370904918759163,"LC","nthr",1715.87305,"commercial",3
"Acanthurus_leucocheilus",1567.2423,"Acanthurus_leucocheilus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus leucocheilus",3.89656298882008,8.64041831733535,1.74459686223035,0.620753273302325,0,0.936910880355346,0.932527467239995,"browsing herbivore","demersal","day","coral",0.498240608898568,0.00792648612485496,"LC","nthr",1572.432,NA,0
"Acanthurus_leucopareius",1469.5359,"Acanthurus_leucopareius_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus leucopareius",5.25541269714253,8.81840039858943,1.88370577228047,0.501642527037201,0,0.852271889347295,0.851317360249826,"browsing herbivore","demersal","day","coral",0.494379903965696,0.0218704995277643,"LC","nthr",1414.1322,"minor commercial",1
"Acanthurus_leucosternon",1864.2769,"Acanthurus_leucosternon_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus leucosternon",6.45388567896435,10.8506954853178,2.90054955985583,0.655300135430987,0,0.949681595492327,0.933675214973063,"browsing herbivore","demersal","day","coral",0.50019275355753,0.00897903688209086,"LC","nthr",1828.54841900096,"minor commercial",1
"Acanthurus_lineatus",1817.6001,"Acanthurus_lineatus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus lineatus",8.36906958486026,14.2136668608837,4.80242254745572,0.588716158405106,0,0.921635391396947,0.929571965619489,"browsing herbivore","demersal","day","coral",0.496698477481276,0.00634198718542557,"LC","nthr",1791.36549525599,"commercial",3
"Acanthurus_maculiceps",1696.9883,"Acanthurus_maculiceps_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus maculiceps",3.86883975795487,7.82248811513463,1.20031316075956,0.598435373184158,0,0.941618978295377,0.920331158552996,"browsing herbivore","demersal","day","coral",0.497351400823036,0.00850881452148735,"LC","nthr",1665.1069,"commercial",3
"Acanthurus_mata",1631.078,"Acanthurus_mata_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus mata",2.79599929133565,6.75380484687238,1.11023387881564,0.64071731525239,0.185185185185185,0.91250219467528,0.931485350513677,"omnivore","demersal","day","coral",0.487985194220347,0.018998192206281,"LC","nthr",1648.65005,"commercial",3
"Acanthurus_nigricans",1703.5796,"Acanthurus_nigricans_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus nigricans",5.54241659482552,9.12392798268342,2.83728304935742,0.479028327959829,0,0.923402591999994,0.927478766535949,"browsing herbivore","demersal","day","coral",0.495400548451045,0.00636465420547984,"LC","nthr",1690.6646,"subsistence fisheries",2
"Acanthurus_nigricauda",1485.4773,"Acanthurus_nigricauda_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus nigricauda",4.28594976876023,8.315492590385,1.33650126118761,0.598435373184158,0.37037037037037,0.931221446328167,0.926075089485821,"browsing herbivore","demersal","day","coral",0.473184164483958,0.00415171096821303,"LC","nthr",1404.88195579486,"commercial",3
"Acanthurus_nigrofuscus",1665.3511,"Acanthurus_nigrofuscus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus nigrofuscus",8.06633536284361,12.6195457700705,3.05854136604238,0.476340578699513,0,0.877069722856514,0.915706539736388,"browsing herbivore","demersal","day","coral",0.494615428907363,0.00586961569488477,"LC","nthr",1526.2824343873,"commercial",3
"Acanthurus_nigroris",1682.0278,"Acanthurus_nigroris_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus nigroris",8.42183688485747,13.081176248254,3.31510692557372,0.509377606976772,0,0.89675189544732,0.898603312131593,"browsing herbivore","demersal","day","coral",0.494566996906714,0.00570645681596247,"LC","nthr",1501.65586666667,NA,0
"Acanthurus_nubilus",1564.131,"Acanthurus_nubilus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus nubilus",5.75686829109962,10.3724789048197,4.3839374581587,0.516809271085616,0.518518518518518,0.922158425271804,0.935490238014679,"browsing herbivore","demersal","day","coral",0.472431418077451,0.0482715062439779,"LC","nthr",1523.2994,NA,0
"Acanthurus_olivaceus",1658.1272,"Acanthurus_olivaceus_J_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus olivaceus",3.56472858445652,8.7102280919906,1.86641011308211,0.57313342484647,0.0740740740740741,0.848471968384449,0.930501407338636,"browsing herbivore","demersal","day","coral",0.487848265449284,0.017277033556804,"LC","nthr",1640.1262,"commercial",3
"Acanthurus_pyroferus",1645.8386,"Acanthurus_pyroferus_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus pyroferus",5.23470237387379,9.26064598761071,2.15232795675712,0.509377606976772,0,0.921961069654781,0.93294032764142,"browsing herbivore","demersal","day","coral",0.495449850665386,0.00519345531915062,"LC","nthr",1579.1724,"commercial",3
"Acanthurus_reversus",1601.888,"Acanthurus_reversus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus reversus",3.24278956357484,8.28338776655509,1.58075537412789,0.481678485087137,0.0740740740740741,0.946240389260919,0.875848324805917,"browsing herbivore","demersal","day","coral",0.487607476699112,0.0200847206339768,"LC","nthr",1596.4939,NA,0
"Acanthurus_sohal",1700.8652,"Acanthurus_sohal_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus sohal",4.29228316007426,8.20350274902525,1.36323544970444,0.598435373184158,0,0.917935328364235,0.948816857223505,"browsing herbivore","demersal","day","coral",0.497352728806017,0.00773401137199922,"LC","nthr",1707.6387,NA,0
"Acanthurus_tennentii",1680.2869,"Acanthurus_tennentii_8","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus tennentii",3.41154306622142,8.11695203298165,2.33554068854012,0.550137587884192,0,0.974445541397542,0.915892295197283,"browsing herbivore","demersal","day","coral",0.497207248074154,0.0155160823874318,"LC","nthr",1600.23070926344,"commercial",3
"Acanthurus_thompsoni",1399.6158,"Acanthurus_thompsoni_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus thompsoni",5.44416700630613,8.85308376082533,3.34418177845094,0.523960427155369,0.518518518518518,0.912633480996337,0.926034762862535,"planktivore","demersal","day","coral",0.468697984821909,0.0112969537664382,"LC","nthr",1324.29852232898,NA,0
"Acanthurus_triostegus",1582.5251,"Acanthurus_triostegus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus triostegus",5.88601861805577,13.1896779711468,3.6635631711787,0.523960427155369,0.296296296296296,0.890083043530337,0.918810048088305,"browsing herbivore","demersal","day","coral",0.472471010820256,0.0192943116692347,"LC","nthr",1538.01042523061,"commercial",3
