"Scientific";"FLICKR_tot";"WIKI_views";"WIKI_lenght";"WIKI_nblang";"WIKI_nbcom";"WOS_all";"WOS_shan_fields";"WOS_CiteScore";"WOS_simp_fields";"WOS_n_fields";"WOS_tot_cit";"WOS_H_index";"NCBI_nuccore";"NCBI_protein";"NCBI_popset"
"Elacatinus puncticulatus";47;8464;1304;0;0;4;2,04319187054512;3,7;0,864197530864198;8;43;4;369;364;8
"Elacatinus randalli";38;0;76;7;1;1;1,09861228866811;2,3;0,666666666666667;3;37;1;10;8;4
"Elacatinus xanthiprora";4;0;78;7;1;2;1,38629436111989;2,25;0,75;4;14;1;8;6;5
"Elagatis bipinnulata";55;4081;3482;0;0;29;2,65888581907888;3,26;0,893579072532699;23;185;6;183;237;37
"Eleotrica cableae";0;2254;186;11;1;1;1,09861228866811;2,3;0,666666666666667;3;0;0;0;0;0
"Elops affinis";4;7522;637;11;1;3;1,03972077083992;2,03333333333333;0,625;3;24;3;7;3;2
"Embiotoca jacksoni";37;14648;715;0;0;50;2,43287150315904;4,63076923076923;0,863853757041131;22;957;14;0;0;0
"Embiotoca lateralis";28;11515;284;0;0;35;1,99472532567667;4,716;0,83063611600705;12;326;10;0;0;0
"Emblemariopsis pricei";3;3806;103;0;0;2;1,33217904021012;2,55;0,72;4;17;1;8;8;0
"Emblemariopsis signifer";2;4804;147;0;0;0;0;0;0;0;0;0;18;18;5
"Enchelycore lichenosa";3;6832;130;9;1;1;0;1,7;0;1;0;0;0;0;0
"Enchelycore ramosa";14;3052;151;9;0;0;0;0;0;0;0;0;1;1;1
"Engraulis australis";3;4161;301;13;3;59;2,25990767557799;4,2875;0,841295595216634;25;1007;17;505;164;26
"Enneanectes carminalis";0;4159;204;0;0;2;1,5498260458782;1,45;0,775510204081633;5;0;0;11;9;11
"Enneanectes smithi";0;3449;159;0;0;0;0;0;0;0;0;0;0;0;0
"Enneapterygius atrogulare";69;3432;221;0;0;1;0;0;0;0;0;0;0;0;0
"Enneapterygius hemimelas";0;1254;208;0;0;1;0;1,7;0;1;0;0;11;9;0
"Enneapterygius kermadecensis";0;1916;135;0;0;0;0;0;0;0;0;0;1;1;0
"Enneapterygius larsonae";0;2992;141;0;0;0;0;0;0;0;0;0;0;0;0
"Enneapterygius mirabilis";4;2209;135;0;0;1;0;1,7;0;1;2;1;2;1;0
"Enneapterygius rufopileus";10;2099;137;0;0;4;0,955699891112534;3,1;0,571428571428571;3;288;4;0;0;0
"Enneapterygius similis";3;3751;147;0;0;1;0;1,7;0;1;0;0;16;0;0
"Enophrys diceraus";3;0;422;0;0;5;0,950270539233235;1,35;0,56;3;20;3;96;112;18
"Enoplosus armatus";239;19512;1440;18;2;2;2,07944154167984;3,75;0,875;8;26;2;24;42;20
"Entomacrodus chapmani";0;0;75;0;0;0;0;0;0;0;0;0;0;0;0
"Entomacrodus solus";0;0;32;5;1;1;0,693147180559945;1,7;0,5;2;5;1;0;0;0
"Eocallionymus papilio";80;5196;179;0;0;0;0;0;0;0;0;0;3;3;3
"Epibulus brevis";14;735;1558;12;1;2;1,33217904021012;2,2;0,72;4;14;2;42;23;21
"Epibulus insidiator";147;4552;1923;18;3;36;2,18614154335203;4,35172413793103;0,859166807218755;14;981;13;250;79;43
"Epinephelides armatus";2;1162;596;0;0;9;2,10939637711613;3,47777777777778;0,8448;11;74;4;0;0;0
"Epinephelus adscensionis";99;0;852;0;0;17;2,47419876410272;3,61333333333333;0,888888888888889;16;224;8;0;0;0
"Epinephelus akaara";9;7227;1366;18;3;148;2,86364670542553;3,76724137931034;0,86206817609487;47;1374;21;0;0;0
"Epinephelus albomarginatus";0;8042;1084;0;0;0;0;0;0;0;0;0;13;9;4
"Epinephelus analogus";4;9393;854;0;0;2;0,636514168294813;1,6;0,444444444444444;2;13;2;9;3;5
"Epinephelus areolatus";63;4885;1209;0;0;44;2,86593664041157;3,16923076923077;0,917238225880201;29;713;14;0;0;0
"Epinephelus bilobatus";1;0;414;11;0;1;0;4,1;0;1;0;0;9;28;4
"Epinephelus bleekeri";16;4928;931;0;0;12;2,59923434952148;3,54;0,90495867768595;16;93;6;185;171;31
"Epinephelus bruneus";10;19340;936;16;0;144;2,95935032139372;3,46116504854369;0,858380274205548;49;1930;25;104964;86453;44
"Epinephelus coeruleopunctatus";22;3862;535;0;0;5;2,36938211969468;2,56;0,902777777777778;11;15;2;53;39;16
"Epinephelus coioides";26;8432;1201;26;3;1250;3,63444353878288;4,41412911084044;0,937639992065066;103;11670;55;10077;18701;125
"Epinephelus corallicola";17;14281;452;13;5;5;2,01981499249295;5,125;0,859504132231405;8;15;2;111;73;17
"Epinephelus costae";102;0;441;0;0;29;2,32816850695886;2,96071428571429;0,837372448979592;19;465;7;199;172;52
"Epinephelus cyanopodus";9;11377;557;0;0;15;1,64180655967217;2,47142857142857;0,722117202268431;8;182;7;127;103;17
"Epinephelus daemelii";15;9494;398;14;0;9;1,59168553695954;3,375;0,770975056689342;6;157;6;35;16;6
"Epinephelus fasciatus";253;8811;1439;0;0;68;2,40067831862036;3,32222222222222;0,871901215948723;21;746;18;2590;2162;62
"Epinephelus fuscoguttatus";50;7780;1936;21;0;458;3,05847893059302;3,96786703601108;0,8719723183391;72;1426;18;50667;46225;45
"Epinephelus guttatus";138;4629;1437;18;8;92;2,33878493610433;3,37391304347826;0,831467221644121;27;2299;23;286;34;10
"Epinephelus hexagonatus";12;1;105;0;0;3;2,19722457733622;4,45;0,888888888888889;9;8;1;108;104;16
"Epinephelus irroratus";0;2098;861;0;0;1;0;0;0;0;0;0;97;17;7
"Epinephelus itajara";183;113955;3973;30;4;106;2,93475099634086;3,27634408602151;0,892755233453701;45;1224;17;417;124;18
"Epinephelus labriformis";33;11708;905;0;0;8;1,6843729712136;2,925;0,796875;6;96;4;118;91;10
"Epinephelus lanceolatus";137;20315;3355;34;4;328;3,22052036948403;4,11044176706827;0,892837136065648;68;1167;18;150623;150160;47
"Epinephelus longispinis";0;400;153;0;0;6;1,00424247305408;1,82;0,612244897959184;3;24;1;0;0;0
"Epinephelus macrospilos";21;1;84;0;0;0;0;0;0;0;0;0;0;0;0
"Epinephelus maculatus";45;4729;682;12;4;15;2,21100641280866;3,03333333333333;0,867283950617284;12;258;8;170;199;66
"Epinephelus malabaricus";63;9063;1289;27;4;163;2,19991263695333;3,78396946564885;0,707025691964885;39;3699;37;0;0;0
"Epinephelus marginatus";550;98397;4103;34;8;305;3,21247613072898;3,71992619926199;0,908222576850051;71;4477;36;1075;555;69
"Epinephelus melanostigma";1;1;84;0;0;1;0,693147180559945;3,8;0,5;2;0;0;21;15;10
"Epinephelus merra";123;4661;1029;17;4;87;2,98024873812907;3,52191780821918;0,914488888888889;39;2174;27;566;398;27
"Epinephelus morio";572;5865;1684;0;0;146;2,48207305851318;3,30923076923077;0,847710774283517;38;1615;24;106;11;12
"Epinephelus multinotatus";9;0;97;0;0;7;2,09472904752765;3,975;0,861111111111111;9;101;2;36;56;1
"Epinephelus ongus";36;8773;843;0;0;24;2,01736353569882;2,73809523809524;0,802962962962963;13;58;3;214;70;21
"Epinephelus polyphekadion";50;4854;971;0;0;53;2,7944438259842;4,10487804878049;0,882963988919668;30;521;11;0;0;0
"Epinephelus quoyanus";51;3146;769;0;0;13;1,68657003066095;3,29;0,8;6;134;4;0;0;0
"Epinephelus rivulatus";4;3530;686;0;0;12;1,35714014384819;3,41666666666667;0,698060941828255;5;58;4;32;25;8
"Epinephelus socialis";1;0;88;0;0;0;0;0;0;0;0;0;1;0;0
"Epinephelus spilotoceps";37;7555;750;0;0;0;0;0;0;0;0;0;54;44;15
"Epinephelus striatus";136;12747;3419;0;0;186;2,42814438964299;4,54927536231884;0,830638259537859;39;4285;37;1672;397;5
"Epinephelus tauvina";86;4726;985;20;5;74;2,64017766114237;3,8;0,870123456790123;26;1807;19;0;0;0
"Epinephelus tukula";108;6555;746;0;0;17;2,17157089695751;4,26666666666667;0,844444444444444;11;102;3;43;192;13
"Epinephelus undulatostriatus";26;0;92;0;0;0;0;0;0;0;0;0;23;14;7
"Equetus punctatus";337;2752;802;0;0;1;0,693147180559945;1,4;0,5;2;0;0;14;12;0
"Eubalichthys bucephalus";43;0;96;0;0;1;0;1,7;0;1;7;1;4;4;4
"Eubalichthys caeruleoguttatus";0;0;100;0;0;0;0;0;0;0;0;0;0;0;0
"Eubalichthys cyanoura";0;0;83;0;0;0;0;0;0;0;0;0;0;0;0
"Eubalichthys gunnii";22;0;87;0;0;0;0;0;0;0;0;0;0;0;0
"Eubalichthys mosaicus";64;0;106;0;0;0;0;0;0;0;0;0;9;30;3
"Eucinostomus dowii";0;0;44;0;0;10;1,05472091690681;2,1;0,581632653061225;4;84;6;82;44;5
"Eupetrichthys angustipes";36;1210;832;16;0;0;0;0;0;0;0;0;8;6;6
"Euthynnus affinis";7;106621;1396;0;0;186;3,36351023623232;2,97832167832168;0,926871607120313;71;2199;22;100581;864;78
"Euthynnus lineatus";2;20406;1347;0;0;24;2,13596593990457;2,73181818181818;0,835884656461374;13;263;9;35;17;2
"Eutrigla gurnardus";40;3722;1878;22;14;45;2,29782035155418;3,61111111111111;0,858163062884348;17;447;12;123;117;14
"Eviota albolineata";6;3194;274;10;0;1;0;0;0;0;0;0;29;28;13
"Eviota atriventris";38;0;31;4;0;3;0,693147180559945;1,7;0,5;2;13;2;11;10;2
"Eviota bifasciata";14;0;70;0;0;1;0;5,7;0;1;0;0;12;11;2
"Eviota bimaculata";0;0;70;0;0;1;0,693147180559945;1,7;0,5;2;1;1;0;0;0
"Eviota fasciola";0;0;70;7;1;1;0;0;0;0;0;0;3;2;2
"Eviota guttata";18;2639;345;9;0;0;0;0;0;0;0;0;19;14;10
"Eviota hoesei";0;4117;237;0;0;1;1,6094379124341;1,1;0,8;5;0;0;0;0;0
"Eviota lachdeberei";0;0;74;0;0;1;0,693147180559945;2,3;0,5;2;0;0;10;10;4
"Eviota latifasciata";0;0;79;8;0;0;0;0;0;0;0;0;8;6;2
"Eviota melasma";5;4970;305;0;0;2;0,693147180559945;1,7;0,5;2;7;1;3;2;2
"Eviota mikiae";5;3370;251;10;0;1;0;2,7;0;1;0;0;0;0;0
"Eviota nigriventris";8;0;74;0;0;2;0,693147180559945;1,7;0,5;2;0;0;60;59;3
"Eviota pellucida";72;6949;428;8;0;1;0,693147180559945;1,7;0,5;2;9;1;1;0;0
"Eviota prasites";19;0;84;8;1;0;0;0;0;0;0;0;12;10;9
"Eviota raja";10;0;72;8;0;0;0;0;0;0;0;0;16;16;2
"Eviota readerae";0;5162;232;0;0;1;1,6094379124341;1,1;0,8;5;0;0;0;0;0
"Eviota rubriceps";0;0;31;4;0;2;0,636514168294813;2,3;0,444444444444444;2;16;2;0;0;0
"Eviota sebreei";46;1528;325;9;1;2;1,09861228866811;2,7;0,666666666666667;3;2;1;17;17;2
"Eviota sigillata";6;11432;543;11;1;0;0;0;0;0;0;0;4;4;2
"Eviota storthynx";0;0;98;0;0;1;0,693147180559945;0,6;0,5;2;0;0;1;0;0
"Eviota zebrina";3;0;86;7;1;3;1,05492016798614;4,1;0,64;3;90;3;28;27;6
"Evistias acutirostris";9;1347;698;0;0;2;1,09861228866811;2,25;0,666666666666667;3;0;0;6;1;1
"Evynnis cardinalis";0;0;126;0;0;7;1,69574253416963;3,68333333333333;0,8;6;27;2;258;239;4
"Exallias brevis";130;9376;172;10;0;5;1,38629436111989;3;0,75;4;8;2;33;30;13
"Exyrias belissimus";3;0;144;0;0;1;0;0;0;0;0;0;11;10;0
"Favonigobius lateralis";1;7485;164;0;0;15;1,25440500404061;4,09090909090909;0,676748582230624;4;368;9;20;4;4
"Ferdauia orthogrammus";20;0;0;0;0;4;1,01140426470735;2,45;0,611111111111111;3;42;2;67;49;7
"Foetorepus calauropomus";9;0;95;0;0;1;0;1,5;0;1;0;0;46;44;6
"Forcipiger flavissimus";241;13937;1761;21;11;9;2,08667025529815;3,6375;0,857777777777778;10;141;6;133;168;35
"Forcipiger longirostris";170;19296;1476;15;4;3;0,693147180559945;4,6;0,5;2;0;0;22;11;8
"Forsterygion capito";3;1107;313;0;0;8;2,43079132887823;6,64;0,906666666666667;12;86;2;557;4;1
"Forsterygion flavonigrum";3;1242;406;0;0;2;1,33217904021012;3,75;0,72;4;37;1;1;1;0
"Forsterygion gymnotum";1;929;263;0;0;4;1,56071040904141;3,26666666666667;0,777777777777778;5;46;2;68;0;1
"Forsterygion lapillum";19;1313;340;0;0;29;2,07508640411282;5,07619047619048;0,817372730509078;14;530;14;78;4;8
"Forsterygion malcolmi";1;994;156;0;0;3;0,693147180559945;3;0,5;2;60;2;0;0;0
"Forsterygion maryannae";3;1315;232;0;0;1;0;0;0;0;31;1;0;0;0
"Forsterygion varium";9;1288;146;0;0;15;1,85387345237733;4,21538461538462;0,795005202913632;10;444;8;99;0;1
"Furcina osimae";10;0;30;0;0;1;0,693147180559945;2,7;0,5;2;25;1;26;9;0
"Fusigobius duospilus";4;0;102;0;0;1;0;1,7;0;1;2;1;42;34;10
"Fusigobius inframaculatus";24;0;86;0;0;0;0;0;0;0;0;0;20;17;9
"Fusigobius melacron";7;0;96;0;0;0;0;0;0;0;0;0;8;8;4
"Fusigobius neophytus";11;0;99;0;0;2;0,693147180559945;2,2;0,5;2;2;1;0;0;0
"Fusigobius signipinnis";27;3495;493;0;0;1;0;0;0;0;0;0;20;17;7
"Gadus morhua";445;34519;15731;68;43;11200;3,10223270809254;4,92488824318283;0,880360137865399;186;276960;197;0;0;0
"Gasterosteus aculeatus";350;31349;9230;50;36;3856;2,9548857215092;5,23366023410313;0,880735222952867;121;82764;127;348901;50624;196
"Genicanthus caudovittatus";33;11627;908;0;0;1;0,693147180559945;2,3;0,5;2;15;1;6;6;2
"Genicanthus lamarck";53;10390;1053;0;0;2;1,09861228866811;2,3;0,666666666666667;3;0;0;32;75;4
"Genicanthus semicinctus";3;343;399;0;0;0;0;0;0;0;0;0;0;0;0
"Genicanthus watanabei";21;9365;514;0;0;0;0;0;0;0;0;0;23;19;0
"Genypterus tigerinus";4;0;28;0;0;1;1,38629436111989;3,6;0,75;4;0;0;3;1;0
"Gerres cinereus";111;839;69;0;0;29;2,75207359998402;2,50833333333333;0,909090909090909;22;551;11;230;175;85
"Gerres equulus";19;3575;113;0;0;5;0,500402423538188;2,66;0,32;2;30;1;10;3;5
"Gerres subfasciatus";9;7206;174;0;0;36;2,29346339490418;3,946875;0,86865234375;15;689;12;11;3;0
"Gillellus chathamensis";0;3379;110;0;0;0;0;0;0;0;0;0;0;0;0
"Girella cyanea";12;8281;601;0;0;4;1,25548232517875;3,93333333333333;0,6875;4;77;4;8;8;0
"Girella elevata";5;10876;1024;0;0;16;1,51989211357725;3,76666666666667;0,708984375;8;393;10;12;1;0
"Girella fimbriata";0;6017;83;0;0;0;0;0;0;0;0;0;5;5;1
"Girella freminvillii";5;0;29;0;0;0;0;0;0;0;0;0;0;0;0
"Girella nigricans";59;29750;283;0;0;39;2,53265231436782;5,7;0,889657823913879;19;544;13;0;0;0
"Girella punctata";45;3;29;0;0;42;2,48513647558938;2,14411764705882;0,83471837488458;24;247;9;237;4457;9
"Girella simplicidens";1;0;56;0;0;0;0;0;0;0;0;0;4;4;0
"Girella tephraeops";1;0;29;0;0;0;0;0;0;0;0;0;0;0;0
"Girella tricuspidata";50;6009;700;0;0;63;2,2039808877269;4,12040816326531;0,813456632653061;23;1277;21;74;24;2
"Girella zebra";52;11383;643;0;0;1;0;2,5;0;1;2;1;5;5;0
"Glaucosoma hebraicum";3;37358;242;0;0;36;1,85517252387401;3,79428571428571;0,765324340408649;13;574;16;50;27;27
"Glaucosoma magnificum";1;0;139;0;0;1;0,693147180559945;3,7;0,5;2;1;1;16;9;0
"Glaucosoma scapulare";0;0;31;0;0;4;0,867563228481461;3,45;0,5;3;1;1;7;5;0
"Glyptoparus delicatulus";3;2894;161;0;0;2;1,03972077083992;2,8;0,625;3;11;1;42;40;12
"Gnathanacanthus goetzeei";4;1108;1080;0;0;0;0;0;0;0;0;0;13;8;5
"Gnathanodon speciosus";95;7897;3795;26;0;30;2,10991554824151;2,51666666666667;0,84641975308642;13;192;9;152;96;38
"Gnathodentex aureolineatus";89;6619;578;0;0;7;2,52321095295289;3,04;0,915555555555556;13;13;1;68;84;14
"Gnatholepis anjerensis";16;0;165;8;0;11;1,69326302227407;3,44;0,776859504132231;7;138;5;388;183;17
"Gnatholepis cauerensis";17;0;43;9;0;2;0;0;0;0;0;0;255;240;15
"Gnatholepis thompsoni";52;0;207;8;0;12;1,56271064609481;5,09090909090909;0,73015873015873;7;401;6;89;87;6
"Gobiesox woodsi";0;0;43;0;0;0;0;0;0;0;0;0;0;0;0
"Gobioclinus dendriticus";10;1846;97;0;0;0;0;0;0;0;0;0;0;0;0
"Gobiodon citrinus";68;14311;638;0;0;1;1,79175946922805;4,4;0,833333333333333;6;0;0;89;29;16
"Gobiodon heterospilos";0;0;58;0;0;0;0;0;0;0;0;0;3;1;0
"Gobiodon histrio";53;12404;361;0;0;23;2,24643620638391;5,38421052631579;0,835672249886827;17;131;3;101;56;23
"Gobiodon okinawae";115;4127;2150;16;0;2;1,90615474653985;3,35;0,84375;7;44;1;24;18;8
"Gobiodon quinquestrigatus";14;7026;207;9;0;3;1,33217904021012;3,56666666666667;0,72;4;10;1;123;32;15
"Gobiodon spilophthalmus";1;0;72;0;0;1;1,09861228866811;7,1;0,666666666666667;3;0;0;2;1;2
"Gobiosoma hildebrandi";0;0;58;0;0;0;0;0;0;0;0;0;4;3;4
"Gobiosoma spilotum";1;0;56;7;0;1;0,693147180559945;1,7;0,5;2;10;1;4;3;4
"Gobius bucchichi";57;3186;1594;19;11;16;2,04596790817038;3,23333333333333;0,82277318640955;12;210;6;66;55;12
"Gobius cruentatus";138;2725;898;17;15;22;1,89055620072386;2,97619047619048;0,780487804878049;12;595;9;135;51;7
"Gobius fallax";9;2058;213;15;8;10;2,36262619629927;2,525;0,884297520661157;13;128;7;25;15;7
"Gobius niger";194;6498;1807;35;22;186;2,85775660231346;3,41870503597122;0,892355555555556;47;3187;31;0;0;0
"Gobius paganellus";160;5761;1945;22;14;58;2,55858473583876;3,75625;0,8771345272803;24;617;15;57;39;10
"Gobius tetrophthalmus";1;3490;157;11;0;0;0;0;0;0;0;0;1;1;0
"Gobius xanthocephalus";74;2578;894;18;7;6;1,5193826646423;2,73333333333333;0,733727810650888;6;81;5;44;10;8
"Gomphosus caeruleus";119;12162;504;13;1;2;0,693147180559945;2,3;0,5;2;1;1;37;26;11
"Gomphosus varius";150;32026;927;14;1;28;2,41159940317445;4,60416666666667;0,886145404663923;18;1259;14;81;2604;29
"Goniistius francisi";0;0;29;0;0;1;1,6094379124341;1,1;0,8;5;0;0;1;1;1
"Goniistius gibbosus";3;0;29;0;0;1;0,693147180559945;2;0,5;2;0;0;4;2;0
"Goniistius plessisi";0;0;29;0;0;0;0;0;0;0;0;0;3;2;0
"Goniistius rubrolabiatus";16;0;0;0;0;2;1,03972077083992;2,85;0,625;3;0;0;4;2;0
"Goniistius vestitus";34;0;29;0;0;0;0;0;0;0;0;0;3;2;0
"Goniistius zebra";36;0;29;0;0;0;0;0;0;0;0;0;6;2;0
"Goniistius zonatus";22;182;343;0;0;8;1,58902691517397;2,25;0,708333333333333;7;19;3;59;39;8
"Gorgasia galzini";1;6130;158;0;0;0;0;0;0;0;0;0;6;5;0
"Gracila albomarginata";8;6065;639;0;0;1;0,693147180559945;1,2;0,5;2;0;0;27;15;12
"Gramma brasiliensis";14;7413;550;12;0;6;1,8446214763655;2,86;0,828402366863905;7;8;2;1;1;1
"Gramma loreto";271;7433;1805;22;4;19;1,50897765705801;3,52857142857143;0,744351961950059;6;145;6;79;68;39
"Grammatorcynus bicarinatus";1;4215;881;0;0;4;0,950270539233235;2,375;0,56;3;75;4;15;5;3
"Grammatorcynus bilineatus";13;3608;1277;0;0;2;0;1,9;0;1;0;0;40;41;3
"Grammistes sexlineatus";78;10369;1156;0;0;15;1,47293775868988;2,81818181818182;0,6953125;6;272;5;70;229;37
"Gunnellichthys monostigma";0;0;29;0;0;2;1,33217904021012;1,5;0,72;4;0;0;30;27;14
"Gymnocaesio gymnoptera";8;1374;1020;7;0;2;1,38629436111989;2,25;0,75;4;16;2;9;9;2
"Gymnocanthus tricuspis";3;0;553;0;0;17;2,50713299842682;3,15833333333333;0,89612188365651;16;160;7;225;108;14
"Gymnoclinus cristulatus";0;38;72;0;0;0;0;0;0;0;0;0;3;2;0
"Gymnocranius audleyi";2;3475;161;0;0;6;1,84139037484597;3,36666666666667;0,826666666666667;7;76;3;13;8;5
"Gymnocranius euanus";9;3654;73;0;0;4;1,863679987341;2,825;0,833333333333333;7;24;2;11;10;4
"Gymnocranius microdon";2;0;28;0;0;0;0;0;0;0;0;0;60;53;6
"Gymnocrotaphus curvidens";0;0;75;0;0;1;0;1,4;0;1;6;1;13;10;7
"Gymnomuraena zebra";327;7844;1333;23;0;10;1,68817417073947;2,6375;0,783950617283951;7;109;3;143;160;10
"Gymnosarda unicolor";48;3715;2352;24;3;9;1,97920451743432;1,48333333333333;0,847222222222222;8;23;2;142;99;31
"Gymnothorax annasona";8;4460;131;10;1;0;0;0;0;0;0;0;0;0;0
"Gymnothorax breedeni";19;3659;633;12;1;0;0;0;0;0;0;0;4;1;0
"Gymnothorax castaneus";33;3167;409;13;1;1;0,693147180559945;0,6;0,5;2;0;0;2;0;2
"Gymnothorax cribroris";18;2290;124;0;0;0;0;0;0;0;0;0;1;0;0
"Gymnothorax dovii";20;2387;185;0;0;0;0;0;0;0;0;0;0;0;0
"Gymnothorax eurostus";146;3007;311;13;0;4;1,09861228866811;2,65;0,666666666666667;3;12;2;84;42;7
"Gymnothorax favagineus";385;7188;2351;22;2;9;2,34199425223242;3,38888888888889;0,897959183673469;11;35;3;16;28;5
"Gymnothorax fimbriatus";170;4929;857;0;0;2;0,693147180559945;3,7;0,5;2;11;1;23;50;2
"Gymnothorax flavimarginatus";358;3731;1428;0;0;9;2,23160695160893;4,73333333333333;0,885813148788927;10;112;3;159;162;12
"Gymnothorax funebris";424;5540;1084;17;4;11;2,19722457733622;2,94444444444444;0,876543209876543;10;25;3;1481;4290;1
"Gymnothorax javanicus";829;11496;2665;22;6;33;2,73514672487034;10,812;0,919270833333333;20;1607;12;353;22607;4
"Gymnothorax meleagris";410;5453;1151;0;0;1;0,693147180559945;2,8;0,5;2;5;1;25;21;7
"Gymnothorax miliaris";367;60992;606;0;0;2;1,38629436111989;2,8;0,75;4;11;1;0;0;0
"Gymnothorax moringa";735;3887;1565;0;0;10;2,13219224008789;2,64444444444444;0,842105263157895;11;139;7;0;0;0
"Gymnothorax nubilus";12;2029;153;0;0;0;0;0;0;0;0;0;9;9;1
"Gymnothorax obesus";5;2381;145;0;0;0;0;0;0;0;0;0;1;1;0
"Gymnothorax panamensis";0;4474;146;0;0;0;0;0;0;0;0;0;0;0;0
"Gymnothorax pictus";89;10484;1296;0;0;4;1,05492016798614;2,15;0,64;3;9;1;23;41;7
"Gymnothorax porphyreus";16;4642;134;0;0;2;1,09861228866811;1,9;0,666666666666667;3;6;1;11;11;1
"Gymnothorax prasinus";219;2539;572;0;0;3;0,693147180559945;3;0,5;2;21;2;6;6;4
"Gymnothorax prionodon";10;2052;170;0;0;3;1,5498260458782;2,96666666666667;0,775510204081633;5;20;2;0;0;0
"Gymnothorax thyrsoideus";264;3773;1119;0;0;3;1,09861228866811;1,45;0,666666666666667;3;0;0;0;0;0
"Gymnothorax undulatus";107;3903;1004;0;0;7;2,20478541691352;5,14;0,875739644970414;10;57;2;0;0;0
"Gymnothorax zonipectis";59;2734;456;0;0;1;1,79175946922805;4,4;0,833333333333333;6;1;1;26;17;7
"Haemulon album";38;7452;632;0;0;3;2,16395565688206;2,93333333333333;0,88;9;2;1;19;14;11
"Haemulon aurolineatum";141;0;246;0;0;45;2,31399861912175;3,29230769230769;0,820701810607274;23;600;14;134;93;42
"Haemulon carbonarium";81;2250;544;0;0;2;1,6094379124341;2,3;0,8;5;18;2;37;26;14
"Haemulon flaviguttatum";4;0;78;0;0;6;1,32088834314932;1,34;0,71875;4;47;3;30;22;11
"Haemulon flavolineatum";481;26128;1114;11;4;96;1,98352839843612;3,71780821917808;0,793769938074686;17;2570;29;394;74;29
"Haemulon macrostomum";101;0;68;0;0;0;0;0;0;0;0;0;44;29;12
"Haemulon maculicauda";27;0;83;0;0;5;1,56071040904141;3,06;0,777777777777778;5;43;1;30;23;10
"Haemulon melanurum";71;0;72;0;0;1;0;2,7;0;1;3;1;33;27;13
"Haemulon parra";131;0;299;0;0;6;1,49417513828931;2,26;0,75;5;95;4;45;37;14
"Haemulon plumierii";52;58752;1195;0;0;32;2,64894429950741;3,48571428571429;0,890120036934441;22;192;8;1455;97;82
"Haemulon sciurus";294;4257;1240;0;0;35;2,07356615186011;3,22307692307692;0,805268778924884;15;806;12;199;162;97
"Haemulon scudderii";2;6150;649;0;0;0;0;0;0;0;0;0;46;31;13
"Haemulon sexfasciatum";26;0;81;0;0;3;1,6094379124341;2,35;0,8;5;10;1;27;19;11
"Haemulon steindachneri";15;0;100;0;0;13;2,22063679797727;2,60833333333333;0,87;11;258;7;80;66;14
"Haemulon vittatum";78;9274;532;0;0;1;1,09861228866811;7,1;0,666666666666667;3;96;1;53;45;35
"Haletta semifasciata";6;5407;235;13;1;6;1,02965301406457;4,38;0,62;3;137;5;24;19;16
"Halichoeres adustus";2;2633;423;13;1;0;0;0;0;0;0;0;15;10;12
"Halichoeres argus";25;0;391;10;1;2;1,38629436111989;4,75;0,75;4;15;2;23;18;11
"Halichoeres biocellatus";22;3745;609;13;1;0;0;0;0;0;0;0;25;20;16
"Halichoeres bivittatus";392;4318;993;17;1;43;2,41841170451456;3,75833333333333;0,854991187309726;22;1146;13;441;328;33
"Halichoeres brasiliensis";9;0;402;12;1;3;1,08219553003877;4,4;0,65625;3;75;3;0;0;0
"Halichoeres brownfieldi";1;0;372;11;1;0;0;0;0;0;0;0;3;1;3
"Halichoeres burekae";0;1134;384;11;1;3;0,636514168294813;1,55;0,444444444444444;2;19;2;5;4;4
"Halichoeres chierchiae";10;0;406;10;1;0;0;0;0;0;0;0;11;8;6
"Halichoeres chloropterus";29;3231;586;12;1;4;1,31383403319275;3,8;0,72;4;83;3;57;42;20
"Halichoeres chrysus";75;19513;1000;13;1;3;2,02532622077007;3,16666666666667;0,86;8;23;1;41;30;19
"Halichoeres cosmetus";19;8891;392;15;1;0;0;0;0;0;0;0;23;16;0
"Halichoeres dimidiatus";23;0;400;11;1;2;1,94591014905531;3,55;0,857142857142857;7;90;2;27;20;7
"Halichoeres discolor";0;0;437;11;1;1;0;1;0;1;0;0;9;6;5
"Halichoeres dispilus";10;0;293;11;1;4;1,6094379124341;1,3;0,8;5;67;3;21;14;17
"Halichoeres erdmanni";1;0;263;0;0;2;0,636514168294813;2,5;0,444444444444444;2;14;2;0;0;0
"Halichoeres garnoti";538;5103;1346;13;1;16;1,31734928255108;3,15;0,6656;6;323;8;84;59;18
"Halichoeres hartzfeldii";12;0;481;12;1;3;0;1,3;0;1;2;1;35;51;14
"Halichoeres hortulanus";182;3724;1252;13;1;4;1,7045514452673;4,025;0,805555555555556;6;91;2;894;428;22
"Halichoeres insularis";1;0;419;12;1;0;0;0;0;0;0;0;6;6;1
"Halichoeres iridis";20;8517;265;12;1;1;0,693147180559945;0,7;0,5;2;0;0;17;14;13
"Halichoeres leucoxanthus";12;9152;848;12;1;1;0,693147180559945;0,7;0,5;2;0;0;9;7;3
"Halichoeres leucurus";10;5414;419;11;1;1;0,693147180559945;4,6;0,5;2;34;1;7;3;6
