"fb_sci_name";"name";"type"
"Amblygobius bynoensis";"Apocryptes bivittatus";"syn"
"Amblygobius bynoensis";"Apocryptes lineatus";"syn"
"Amblygobius bynoensis";"Gobius bynoensis";"syn"
"Amblygobius decussatus";"Amblygobius decussatus";"acc"
"Amblygobius decussatus";"Gobius decussatus";"syn"
"Amblygobius nocturnus";"Amblygobius nocturnus";"acc"
"Amblygobius nocturnus";"Amblygobius klausewitzi";"syn"
"Amblygobius nocturnus";"Ctenogobiops klausewitzi";"syn"
"Amblygobius nocturnus";"Yabotichthys nocturnus";"syn"
"Amblygobius phalaena";"Amblygobius phalaena";"acc"
"Amblygobius phalaena";"Amblygobius phalaene";"syn"
"Amblygobius phalaena";"Gobius phalaena";"syn"
"Amblyrhynchote honckenii";"Amblyrhynchote honckenii";"acc"
"Ammodytes tobianus";"Ammodytes tobianus";"acc"
"Ammodytes tobianus";"Ammodytes lancea";"syn"
"Amphichaetodon howensis";"Amphichaetodon howensis";"acc"
"Amphichaetodon howensis";"Chaetodon howensis";"syn"
"Amphichthys cryptocentrus";"Amphichthys cryptocentrus";"acc"
"Amphichthys cryptocentrus";"Amphichthys hildebrandi";"syn"
"Amphichthys cryptocentrus";"Batrachus cryptocentrus";"syn"
"Amphichthys cryptocentrus";"Marcgravia cryptocentra";"syn"
"Amphichthys cryptocentrus";"Opsanus hildebrandi";"syn"
"Amphiprion akallopisos";"Amphiprion akallopisos";"acc"
"Amphiprion akallopisos";"Phalerebus akallopisos";"syn"
"Amphiprion akindynos";"Amphiprion akindynos";"acc"
"Amphiprion allardi";"Amphiprion allardi";"acc"
"Amphiprion biaculeatus";"Amphiprion biaculeatus";"acc"
"Amphiprion biaculeatus";"Chaetodon biaculeatus";"syn"
"Amphiprion biaculeatus";"Holocentrus sonnerat";"syn"
"Amphiprion biaculeatus";"Lutianus trifasciatus";"syn"
"Amphiprion biaculeatus";"Premnas biaculeatus";"syn"
"Amphiprion biaculeatus";"Premnas epigrammata";"syn"
"Amphiprion biaculeatus";"Premnas gibbosus";"syn"
"Amphiprion biaculeatus";"Premnas semicinctus";"syn"
"Amphiprion biaculeatus";"Premnas unicolor";"syn"
"Amphiprion biaculeatus";"Sargus ensifer";"syn"
"Amphiprion bicinctus";"Amphiprion bicinctus";"acc"
"Amphiprion chrysopterus";"Amphiprion chrysopterus";"acc"
"Amphiprion clarkii";"Amphiprion clarkii";"acc"
"Amphiprion clarkii";"Amphiprion boholensis";"syn"
"Amphiprion clarkii";"Amphiprion clarkia";"syn"
"Amphiprion clarkii";"Amphiprion melanostolus";"syn"
"Amphiprion clarkii";"Amphiprion papuensis";"syn"
"Amphiprion clarkii";"Amphiprion snyderi";"syn"
"Amphiprion clarkii";"Amphiprion xanthurus";"syn"
"Amphiprion clarkii";"Anthias clarkii";"syn"
"Amphiprion clarkii";"Sparus milii";"syn"
"Amphiprion ephippium";"Amphiprion ephippium";"acc"
"Amphiprion ephippium";"Amphiprion calliops";"syn"
"Amphiprion ephippium";"Lutianus ephippium";"syn"
"Amphiprion ephippium";"Lutjanus ephippium";"syn"
"Amphiprion frenatus";"Amphiprion frenatus";"acc"
"Amphiprion frenatus";"Amphiprion polylepis";"syn"
"Amphiprion frenatus";"Prochilus polylepis";"syn"
"Amphiprion fuscocaudatus";"Amphiprion fuscocaudatus";"acc"
"Amphiprion latezonatus";"Amphiprion latezonatus";"acc"
"Amphiprion leucokranos";"Amphiprion leucokranos";"acc"
"Amphiprion mccullochi";"Amphiprion mccullochi";"acc"
"Amphiprion melanopus";"Amphiprion melanopus";"acc"
"Amphiprion melanopus";"Amphiprion arion";"syn"
"Amphiprion melanopus";"Amphiprion monofasciatus";"syn"
"Amphiprion melanopus";"Amphiprion verweyi";"syn"
"Amphiprion melanopus";"Prochilus macrostoma";"syn"
"Amphiprion melanopus";"Prochilus macrostomus";"syn"
"Amphiprion nigripes";"Amphiprion nigripes";"acc"
"Amphiprion ocellaris";"Amphiprion ocellaris";"acc"
"Amphiprion ocellaris";"Amphiprion bicolor";"syn"
"Amphiprion ocellaris";"Amphiprion melanurus";"syn"
"Amphiprion percula";"Amphiprion percula";"acc"
"Amphiprion percula";"Actinicola percula";"syn"
"Amphiprion percula";"Amphiprion tunicatus";"syn"
"Amphiprion percula";"Lutjanus percula";"syn"
"Amphiprion perideraion";"Amphiprion perideraion";"acc"
"Amphiprion perideraion";"Amphiprion amamiensis";"syn"
"Amphiprion perideraion";"Amphiprion perideraeus";"syn"
"Amphiprion perideraion";"Amphiprion rosenbergi";"syn"
"Amphiprion perideraion";"Amphiprion rosenbergii";"syn"
"Amphiprion perideraion";"Prochilus perideraion";"syn"
"Amphiprion perideraion";"Prochilus rosenbergi";"syn"
"Amphiprion rubrocinctus";"Amphiprion rubrocinctus";"acc"
"Amphiprion rubrocinctus";"Amphiprion ruppelii";"syn"
"Amphiprion rubrocinctus";"Amphiprion tricolor";"syn"
"Amphiprion sandaracinos";"Amphiprion sandaracinos";"acc"
"Anampses caeruleopunctatus";"Anampses caeruleopunctatus";"acc"
"Anampses caeruleopunctatus";"Anampses chlorostigma";"syn"
"Anampses caeruleopunctatus";"Anampses coeruleopunctatus";"syn"
"Anampses caeruleopunctatus";"Anampses lineolatus";"syn"
"Anampses caeruleopunctatus";"Anampses pulcher";"syn"
"Anampses caeruleopunctatus";"Anampses rubroviridis";"syn"
"Anampses caeruleopunctatus";"Anampses taeniatus";"syn"
"Anampses caeruleopunctatus";"Anampses tinkhami";"syn"
"Anampses caeruleopunctatus";"Anampses viridis";"syn"
"Anampses cuvier";"Anampses cuvier";"acc"
"Anampses cuvier";"Anampses evermanni";"syn"
"Anampses cuvier";"Anampses godeffroyi";"syn"
"Anampses elegans";"Anampses elegans";"acc"
"Anampses elegans";"Anampses variolatus";"syn"
"Anampses femininus";"Anampses femininus";"acc"
"Anampses geographicus";"Anampses geographicus";"acc"
"Anampses geographicus";"Anampses lienardi";"syn"
"Anampses geographicus";"Anampses pterophthalmus";"syn"
"Anampses lennardi";"Anampses lennardi";"acc"
"Anampses lineatus";"Anampses lineatus";"acc"
"Anampses lineatus";"Anampses melanurus lineatus";"syn"
"Anampses melanurus";"Anampses melanurus";"acc"
"Anampses meleagrides";"Anampses meleagrides";"acc"
"Anampses meleagrides";"Anampses amboinensis";"syn"
"Anampses meleagrides";"Anampses ikedai";"syn"
"Anampses meleagrides";"Anampses lunatus";"syn"
"Anampses meleagrides";"Anampses nagayoi";"syn"
"Anampses neoguinaicus";"Anampses neoguinaicus";"acc"
"Anampses neoguinaicus";"Anampses fidjensis";"syn"
"Anampses twistii";"Anampses twistii";"acc"
"Anampses twistii";"Anampses twisti";"syn"
"Anarrhichthys ocellatus";"Anarrhichthys ocellatus";"acc"
"Anarrhichthys ocellatus";"Anarhichas ocellatus";"syn"
"Anarrhichthys ocellatus";"Anarrhichas felis";"syn"
"Anarrhichthys ocellatus";"Anarrhichthys felis";"syn"
"Anisotremus caesius";"Anisotremus caesius";"acc"
"Anisotremus caesius";"Pomadasys caesius";"syn"
"Anisotremus davidsonii";"Anisotremus davidsonii";"acc"
"Anisotremus davidsonii";"Pomadasys davidsonii";"syn"
"Anisotremus davidsonii";"Pristipoma davidsonii";"syn"
"Anisotremus interruptus";"Anisotremus interruptus";"acc"
"Anisotremus interruptus";"Genytremus interruptus";"syn"
"Anisotremus scapularis";"Anisotremus scapularis";"acc"
"Anisotremus scapularis";"Genyatremus scapularis";"syn"
"Anisotremus scapularis";"Pristipoma scapulare";"syn"
"Anisotremus surinamensis";"Anisotremus surinamensis";"acc"
"Anisotremus surinamensis";"Lutjanus surinamensis";"syn"
"Anisotremus taeniatus";"Anisotremus taeniatus";"acc"
"Anisotremus virginicus";"Anisotremus virginicus";"acc"
"Anisotremus virginicus";"Sparus virginicus";"syn"
"Anoplocapros amygdaloides";"Anoplocapros amygdaloides";"acc"
"Anoplocapros inermis";"Anoplocapros inermis";"acc"
"Anoplocapros inermis";"Anoplocapros robustus";"syn"
"Anoplocapros inermis";"Strophiurichthys inermis";"syn"
"Anoplocapros inermis";"Strophiurichthys robustus";"syn"
"Anoplocapros lenticularis";"Anoplocapros lenticularis";"acc"
"Anoplocapros lenticularis";"Acerana grayi";"syn"
"Anoplocapros lenticularis";"Anoplocapros gibbosus";"syn"
"Anoplocapros lenticularis";"Ostracion lenticularis";"syn"
"Anyperodon leucogrammicus";"Anyperodon leucogrammicus";"acc"
"Anyperodon leucogrammicus";"Anyperodon leucogramicus";"syn"
"Anyperodon leucogrammicus";"Serranus leucogrammicus";"syn"
"Anyperodon leucogrammicus";"Serranus urophthalmus";"syn"
"Aphareus furca";"Aphareus furca";"acc"
"Aphareus furca";"Aphareus caerulescens";"syn"
"Aphareus furca";"Aphareus flavivultus";"syn"
"Aphareus furca";"Aphareus furcatus";"syn"
"Aphareus furca";"Caranxomorus sacrestinus";"syn"
"Aphareus furca";"Labrus furca";"syn"
"Aphareus rutilans";"Aphareus rutilans";"acc"
"Aphareus rutilans";"Aphareus thompsoni";"syn"
"Aploactisoma milesii";"Aploactisoma milesii";"acc"
"Aploactisoma milesii";"Aploactis milesii";"syn"
"Aploactisoma milesii";"Aploactisoma schomburgki";"syn"
"Aplodactylus arctidens";"Aplodactylus arctidens";"acc"
"Aplodactylus arctidens";"Aplodactylus meandratus";"syn"
"Aplodactylus arctidens";"Aplodactylus schauinslandii";"syn"
"Aplodactylus arctidens";"Dactylosargus arctidens";"syn"
"Aplodactylus arctidens";"Dactylosargus meandratus";"syn"
"Aplodactylus arctidens";"Haplodactylus donaldii";"syn"
"Aplodactylus arctidens";"Haplodactylus meandratus";"syn"
"Aplodactylus arctidens";"Haplodactylus schauinslandii";"syn"
"Aplodactylus arctidens";"Sciaena maeandratus";"syn"
"Aplodactylus etheridgii";"Aplodactylus etheridgii";"acc"
"Aplodactylus etheridgii";"Haplodactylus etheridgii";"syn"
"Aplodactylus lophodon";"Aplodactylus lophodon";"acc"
"Aplodactylus lophodon";"Aplodactylus obscurus";"syn"
"Aplodactylus lophodon";"Crinodus lophodon";"syn"
"Aplodactylus westralis";"Aplodactylus westralis";"acc"
"Apogon atradorsatus";"Apogon atradorsatus";"acc"
"Apogon atricaudus";"Apogon atricaudus";"acc"
"Apogon binotatus";"Apogon binotatus";"acc"
"Apogon binotatus";"Amia binotata";"syn"
"Apogon dovii";"Apogon dovii";"acc"
"Apogon imberbis";"Apogon imberbis";"acc"
"Apogon imberbis";"Amia imberbe";"syn"
"Apogon imberbis";"Amia imberbis";"syn"
"Apogon imberbis";"Apogon (Apogon) imberbis";"syn"
"Apogon imberbis";"Apogon inermis";"syn"
"Apogon imberbis";"Apogon rexmullorum";"syn"
"Apogon imberbis";"Centropomus rubens";"syn"
"Apogon imberbis";"Kuhlia rubens";"syn"
"Apogon imberbis";"Mullus imberbis";"syn"
"Apogon lachneri";"Apogon lachneri";"acc"
"Apogon maculatus";"Apogon maculatus";"acc"
"Apogon maculatus";"Apogon sellicauda";"syn"
"Apogon maculatus";"Monoprion maculatus";"syn"
"Apogon pacificus";"Apogon pacificus";"acc"
"Apogon pacificus";"Apogon parri";"syn"
"Apogon pacificus";"Mionorus pacificus";"syn"
"Apogon retrosella";"Apogon retrosella";"acc"
"Apogon retrosella";"Amia retrosella";"syn"
"Apogon townsendi";"Apogon townsendi";"acc"
"Apogon townsendi";"Amia townsendi";"syn"
"Apogonichthyoides timorensis";"Apogonichthyoides timorensis";"acc"
"Apogonichthyoides timorensis";"Apogon darnleyensis";"syn"
"Apogonichthyoides timorensis";"Apogon fraxineus";"syn"
"Apogonichthyoides timorensis";"Apogon striatus";"syn"
"Apogonichthyoides timorensis";"Apogon timorensis";"syn"
"Apogonichthyoides timorensis";"Apogonichthyoides fraxineus";"syn"
"Apogonichthyoides timorensis";"Apogonichthys darnleyensis";"syn"
"Apolemichthys trimaculatus";"Apolemichthys trimaculatus";"acc"
"Apolemichthys trimaculatus";"Holacanthus trimaculatus";"syn"
"Aprion virescens";"Aprion virescens";"acc"
"Aprion virescens";"Aphareus virescens";"syn"
"Aprion virescens";"Aprion kanekonis";"syn"
"Aprion virescens";"Aprion konekonis";"syn"
"Aprion virescens";"Mesoprion microchir";"syn"
"Aprion virescens";"Sparopsis elongatus";"syn"
"Aprion virescens";"Sparopsis latifrons";"syn"
"Aracana aurita";"Aracana aurita";"acc"
"Aracana aurita";"Ostracion auritus";"syn"
"Aracana aurita";"Ostracion spilogaster";"syn"
"Aracana ornata";"Aracana ornata";"acc"
"Aracana ornata";"Ostracion flavigaster";"syn"
"Aracana ornata";"Ostracion ornata";"syn"
"Archamia bleekeri";"Archamia bleekeri";"acc"
"Archamia bleekeri";"Apogon bleekeri";"syn"
"Archamia bleekeri";"Apogon notata";"syn"
"Archamia bleekeri";"Archamia goni";"syn"
"Archamia bleekeri";"Kurtamia bykhovskyi";"syn"
"Arcos poecilophthalmos";"Arcos poecilophthalmos";"acc"
"Arcos poecilophthalmos";"Gobiesox paradiseus";"syn"
"Arcos poecilophthalmos";"Gobiesox poecilophthalmos";"syn"
"Arcos poecilophthalmos";"Gobiesox poecilophthalmus";"syn"
"Arenigobius frenatus";"Arenigobius frenatus";"acc"
"Arenigobius frenatus";"Acentrogobius frenatus";"syn"
"Arenigobius frenatus";"Gobius frenatus";"syn"
"Arenigobius frenatus";"Gobius semifrenatus";"syn"
"Argyrosomus hololepidotus";"Argyrosomus hololepidotus";"acc"
"Argyrosomus hololepidotus";"Argyrosoma hololepidotum";"syn"
"Argyrosomus hololepidotus";"Argyrosoma hololepidotus";"syn"
"Argyrosomus hololepidotus";"Johnius hololepidotus";"syn"
"Argyrosomus hololepidotus";"Pseudosciaena hololepidota";"syn"
"Argyrosomus hololepidotus";"Sciaena hololepidota";"syn"
"Argyrosomus hololepidotus";"Sciaena hololepidotus";"syn"
"Argyrosomus japonicus";"Argyrosomus japonicus";"acc"
"Argyrosomus japonicus";"Argyrosomus antarctica";"syn"
"Argyrosomus japonicus";"Nibea japonica";"syn"
"Argyrosomus japonicus";"Nibea japonicus";"syn"
"Argyrosomus japonicus";"Sciaena antarctica";"syn"
"Argyrosomus japonicus";"Sciaena japonica";"syn"
"Argyrosomus japonicus";"Sciaena margaritifera";"syn"
"Argyrosomus japonicus";"Sciaena neglecta";"syn"
"Arothron caeruleopunctatus";"Arothron caeruleopunctatus";"acc"
"Arothron diadematus";"Arothron diadematus";"acc"
"Arothron diadematus";"Tetraodon diadematus";"syn"
"Arothron hispidus";"Arothron hispidus";"acc"
"Arothron hispidus";"Arothron hispidus perspicillaris";"syn"
"Arothron hispidus";"Crayracion hispidus";"syn"
"Arothron hispidus";"Dilobomycter hispidus";"syn"
"Arothron hispidus";"Dilobomycterus hispidus";"syn"
"Arothron hispidus";"Takifugu hispidus";"syn"
"Arothron hispidus";"Tetraodon hispidus";"syn"
"Arothron hispidus";"Tetraodon perspicillaris";"syn"
"Arothron hispidus";"Tetraodon sazanami";"syn"
"Arothron hispidus";"Tetraodon semistriatus";"syn"
"Arothron hispidus";"Tetrodon hispidus";"syn"
"Arothron hispidus";"Tetrodon laterna";"syn"
"Arothron hispidus";"Tetrodon pusillus";"syn"
"Arothron inconditus";"Arothron inconditus";"acc"
"Arothron manilensis";"Arothron manilensis";"acc"
"Arothron manilensis";"Dibolomycter longicaudus";"syn"
"Arothron manilensis";"Dibolomyctere longicauda";"syn"
"Arothron manilensis";"Dilobomycter longicauda";"syn"
"Arothron manilensis";"Dilobomycter longicaudus";"syn"
"Arothron manilensis";"Dilobomycterus longicauda";"syn"
"Arothron manilensis";"Holacanthus pilosus";"syn"
"Arothron manilensis";"Holocanthus pilosus";"syn"
"Arothron manilensis";"Tetrodon manilensis";"syn"
"Arothron manilensis";"Tetrodon virgatus";"syn"
"Arothron mappa";"Arothron mappa";"acc"
"Arothron mappa";"Tetraodon mappa";"syn"
"Arothron mappa";"Tetrodon mappa";"syn"
"Arothron meleagris";"Arothron meleagris";"acc"
"Arothron meleagris";"Arothron ophryas";"syn"
"Arothron meleagris";"Arothron setosus";"syn"
"Arothron meleagris";"Ovoides latifrons";"syn"
"Arothron meleagris";"Tetraodon lacrymatus";"syn"
"Arothron meleagris";"Tetraodon meleagris";"syn"
"Arothron meleagris";"Tetraodon setosus";"syn"
"Arothron meleagris";"Tetrodon meleagris";"syn"
"Arothron meleagris";"Tetrodon setosus";"syn"
"Arothron nigropunctatus";"Arothron nigropunctatus";"acc"
"Arothron nigropunctatus";"Arothron citrinellus";"syn"
"Arothron nigropunctatus";"Tetraodon nigropunctatus";"syn"
"Arothron nigropunctatus";"Tetrodon nigropunctatus";"syn"
"Arothron nigropunctatus";"Tetrodon nigropunctatus citrinella";"syn"
"Arothron nigropunctatus";"Tetrodon nigropunctatus var. citrinella";"syn"
"Arothron stellatus";"Arothron stellatus";"acc"
"Arothron stellatus";"Arothron aerostaticus";"syn"
"Arothron stellatus";"Arothron alboreticulatus";"syn"
"Arothron stellatus";"Chelonodon stellaris";"syn"
"Arothron stellatus";"Diodon asper";"syn"
"Arothron stellatus";"Kanduka michiei";"syn"
"Arothron stellatus";"Takifugu stellatus";"syn"
"Arothron stellatus";"Tetraodon aerostaticus";"syn"
"Arothron stellatus";"Tetraodon aerostatious";"syn"
"Arothron stellatus";"Tetraodon alboreticulatus";"syn"
"Arothron stellatus";"Tetraodon calamara";"syn"
"Arothron stellatus";"Tetraodon lagocephalus var. stellatus";"syn"
"Arothron stellatus";"Tetraodon punctatus";"syn"
"Arothron stellatus";"Tetraodon stellatus";"syn"
"Arothron stellatus";"Tetrodon aerostaticus";"syn"
"Arothron stellatus";"Tetrodon lagocephalus stellatus";"syn"
"Arothron stellatus";"Tetrodon lagocephalus var. stellatus";"syn"
"Arothron stellatus";"Tetrodon punctatus";"syn"
"Arothron stellatus";"Tetrodon stellatus";"syn"
"Arripis georgiana";"Arripis georgiana";"acc"
"Arripis georgiana";"Centropristes georgianus";"syn"
"Arripis georgiana";"Centropristis georgiana";"syn"
"Arripis trutta";"Arripis trutta";"acc"
"Arripis trutta";"Arripis salar";"syn"
"Arripis trutta";"Arripis trutta marginata";"syn"
"Arripis trutta";"Centropristes salar";"syn"
"Arripis trutta";"Centropristes sapidissimus";"syn"
"Arripis trutta";"Centropristes tasmanicus";"syn"
"Arripis trutta";"Centropristis salar";"syn"
"Arripis trutta";"Perca marginata";"syn"
"Arripis trutta";"Perca trutta";"syn"
"Arripis trutta";"Sciaena mulloides sapidissimus";"syn"
"Arripis trutta";"Sciaena trutta";"syn"
"Arripis truttacea";"Arripis truttacea";"acc"
"Arripis truttacea";"Arripis esper";"syn"
"Arripis truttacea";"Arripis trutta esper";"syn"
"Arripis truttacea";"Arripis truttaceous";"syn"
"Arripis truttacea";"Centropristes truttaceus";"syn"
"Arripis truttacea";"Centropristis truttaceus";"syn"
"Arripis truttacea";"Lepidomegas muelleri";"syn"
"Arripis truttacea";"Lepidomegas mulleri";"syn"
"Arripis truttacea";"Lepidomegus muelleri";"syn"
"Arripis truttacea";"Sciaena truttaceus";"syn"
"Arripis xylabion";"Arripis xylabion";"acc"
"Artedius harringtoni";"Artedius harringtoni";"acc"
"Artedius harringtoni";"Axyrias harringtoni";"syn"
"Artedius harringtoni";"Pterygiocottus macouni";"syn"
"Aspasmogaster tasmaniensis";"Aspasmogaster tasmaniensis";"acc"
"Aspasmogaster tasmaniensis";"Aspasmogaster patella";"syn"
"Aspasmogaster tasmaniensis";"Crepidogaster tasmaniensis";"syn"
"Aspasmogaster tasmaniensis";"Volgiolus interorbitalis";"syn"
"Aspidontus dussumieri";"Aspidontus dussumieri";"acc"
"Aspidontus dussumieri";"Aspidontus fluctuans";"syn"
"Aspidontus dussumieri";"Aspidontus gorrorensis";"syn"
"Aspidontus dussumieri";"Aspidontus wamiziensis";"syn"
"Aspidontus dussumieri";"Blennechis dussumieri";"syn"
"Aspidontus dussumieri";"Petroscirtes fluctuans";"syn"
"Aspidontus dussumieri";"Petroscirtes gorrorensis";"syn"
"Aspidontus taeniatus";"Aspidontus taeniatus";"acc"
"Aspidontus taeniatus";"Aspidontus filamentosus";"syn"
"Aspidontus taeniatus";"Aspidontus taeniatus tractus";"syn"
"Aspidontus taeniatus";"Aspidontus tractus";"syn"
"Aspidontus taeniatus";"Blennechis filamentosus";"syn"
"Aspidontus taeniatus";"Petrocirtes taeniatus";"syn"
"Assessor flavissimus";"Assessor flavissimus";"acc"
"Assessor macneilli";"Assessor macneilli";"acc"
"Assessor randalli";"Assessor randalli";"acc"
"Assiculus punctatus";"Assiculus punctatus";"acc"
"Assiculus punctatus";"Cichlops filamentosus";"syn"
"Assiculus punctatus";"Pseudochromis muelleri";"syn"
"Assiculus punctatus";"Pseudochromis punctatus";"syn"
"Asterropteryx striata";"Asterropteryx striata";"acc"
"Asterropteryx striata";"Asterropteryx striatus";"syn"
"Atherina hepsetus";"Atherina hepsetus";"acc"
"Atherina hepsetus";"Atherina (Atherina) hepsetus";"syn"
"Atherina hepsetus";"Atherina athaerina";"syn"
"Atherina presbyter";"Atherina presbyter";"acc"
"Atherina presbyter";"Atherina (Hepsetia) presbyter";"syn"
"Atherina presbyter";"Hepsetia presbyter";"syn"
"Atherinomorus vaigiensis";"Atherinomorus vaigiensis";"acc"
"Atherinomorus vaigiensis";"Atherina cylindrica";"syn"
"Atherinomorus vaigiensis";"Atherina vaigiensis";"syn"
"Atherinomorus vaigiensis";"Atherinomorus cylindricus";"syn"
"Atherinomorus vaigiensis";"Atherinomorus ogilbyi";"syn"
"Atherinomorus vaigiensis";"Hypoatherina vaigiensis";"syn"
"Atherinomorus vaigiensis";"Pranesus ogilbyi";"syn"
"Atherinomorus vaigiensis";"Pranesus vaigiensis";"syn"
"Atractoscion aequidens";"Atractoscion aequidens";"acc"
"Atractoscion aequidens";"Otolithus aequidens";"syn"
"Atrosalarias holomelas";"Atrosalarias holomelas";"acc"
"Atrosalarias holomelas";"Atrosalarias fuscus holomelas";"syn"
"Atrosalarias holomelas";"Atrosalarias fuscus homomelas";"syn"
"Atrosalarias holomelas";"Atrosalarius fuscus holomelas";"syn"
"Atrosalarias holomelas";"Salarias holomelas";"syn"
"Atule mate";"Atule mate";"acc"
"Atule mate";"Alepes mate";"syn"
"Atule mate";"Carangus politus";"syn"
"Atule mate";"Caranx affinis";"syn"
"Atule mate";"Caranx hasseltii";"syn"
"Atule mate";"Caranx mate";"syn"
"Atule mate";"Caranx xanthurus";"syn"
"Atule mate";"Decapterus lundini";"syn"
"Atule mate";"Decapterus normani";"syn"
"Atule mate";"Decapterus politus";"syn"
"Atule mate";"Selar affinis";"syn"
"Atule mate";"Selar hasseltii";"syn"
"Atule mate";"Selar mate";"syn"
"Atypichthys latus";"Atypichthys latus";"acc"
"Atypichthys strigatus";"Atypichthys strigatus";"acc"
"Atypichthys strigatus";"Atypus strigatus";"syn"
"Aulacocephalus temminckii";"Aulacocephalus temminckii";"acc"
