"name","kingdom","phylum","class","order","family","genus","species"
"Abalistes stellatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Abalistes","Abalistes stellatus"
"Abudefduf abdominalis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf abdominalis"
"Abudefduf bengalensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf bengalensis"
"Abudefduf concolor","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf concolor"
"Abudefduf conformis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf conformis"
"Similiparma lurida","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Similiparma","Similiparma lurida"
"Abudefduf notatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf notatus"
"Abudefduf saxatilis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf saxatilis"
"Abudefduf septemfasciatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf septemfasciatus"
"Abudefduf sexfasciatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf sexfasciatus"
"Abudefduf sordidus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf sordidus"
"Abudefduf sparoides","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf sparoides"
"Abudefduf troschelii","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf troschelii"
"Abudefduf vaigiensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf vaigiensis"
"Abudefduf whitleyi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf whitleyi"
"Acanthaluteres brownii","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres brownii"
"Acanthaluteres spilomelanurus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres spilomelanurus"
"Acanthaluteres vittiger","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres vittiger"
"Acanthemblemaria atrata","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria atrata"
"Acanthemblemaria castroi","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria castroi"
"Acanthemblemaria crockeri","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria crockeri"
"Acanthemblemaria hancocki","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria hancocki"
"Acanthemblemaria spinosa","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria spinosa"
"Acanthemblemaria stephensi","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria stephensi"
"Acanthistius cinctus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Acanthistius","Acanthistius cinctus"
"Acanthistius ocellatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Acanthistius","Acanthistius ocellatus"
"Acanthistius pardalotus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Acanthistius","Acanthistius pardalotus"
"Acanthistius patachonicus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Acanthistius","Acanthistius patachonicus"
"Acanthistius sebastoides","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Acanthistius","Acanthistius sebastoides"
"Acanthistius serratus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Acanthistius","Acanthistius serratus"
"Acanthochromis polyacanthus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Acanthochromis","Acanthochromis polyacanthus"
"Acanthopagrus australis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","Acanthopagrus australis"
"Acanthopagrus latus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","Acanthopagrus latus"
"Acanthostracion polygonium","Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Acanthostracion","Acanthostracion polygonium"
"Acanthostracion quadricornis","Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Acanthostracion","Acanthostracion quadricornis"
"Acanthurus achilles","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus achilles"
"Acanthurus albipectoralis","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus albipectoralis"
"Acanthurus auranticavus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus auranticavus"
"Acanthurus bahianus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus"
"Acanthurus bariene","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bariene"
"Acanthurus blochii","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus blochii"
"Acanthurus chirurgus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus"
"Acanthurus chronixis","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chronixis"
"Acanthurus coeruleus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus"
"Acanthurus dussumieri","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus dussumieri"
"Acanthurus fowleri","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus fowleri"
"Acanthurus gahhm","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus gahhm"
"Acanthurus grammoptilus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus grammoptilus"
"Acanthurus guttatus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus guttatus"
"Acanthurus leucocheilus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus leucocheilus"
"Acanthurus leucopareius","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus leucopareius"
"Acanthurus leucosternon","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus leucosternon"
"Acanthurus lineatus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus lineatus"
"Acanthurus maculiceps","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus maculiceps"
"Acanthurus mata","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus mata"
"Acanthurus nigricans","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus nigricans"
"Acanthurus nigricauda","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus nigricauda"
"Acanthurus nigrofuscus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus nigrofuscus"
"Acanthurus nigroris","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus nigroris"
"Acanthurus nubilus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus nubilus"
"Acanthurus olivaceus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus olivaceus"
"Acanthurus pyroferus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus pyroferus"
"Acanthurus reversus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus reversus"
"Acanthurus sohal","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus sohal"
"Acanthurus tennentii","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus tennentii"
"Acanthurus thompsoni","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus thompsoni"
"Acanthurus triostegus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus triostegus"
"Acanthurus tristis","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus tristis"
"Acanthurus xanthopterus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus xanthopterus"
"Achoerodus gouldii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Achoerodus","Achoerodus gouldii"
"Achoerodus viridis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Achoerodus","Achoerodus viridis"
"Aetapcus maculatus","Animalia","Chordata","Teleostei","Perciformes","Pataecidae","Aetapcus","Aetapcus maculatus"
"Aethaloperca rogaa","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Aethaloperca","Aethaloperca rogaa"
"Afurcagobius tamarensis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Afurcagobius","Afurcagobius tamarensis"
"Aioliops brachypterus","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Aioliops","Aioliops brachypterus"
"Aioliops novaeguineae","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Aioliops","Aioliops novaeguineae"
"Albula glossodonta","Animalia","Chordata","Teleostei","Albuliformes","Albulidae","Albula","Albula glossodonta"
"Alectis ciliaris","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Alectis","Alectis ciliaris"
"Alloclinus holderi","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Alloclinus","Alloclinus holderi"
"Allomycterus pilatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Diodontidae","Allomycterus","Allomycterus pilatus"
"Alphestes immaculatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Alphestes","Alphestes immaculatus"
"Altrichthys azurelineatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Altrichthys","Altrichthys azurelineatus"
"Altrichthys curatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Altrichthys","Altrichthys curatus"
"Aluterus scriptus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus scriptus"
"Amanses scopas","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Amanses","Amanses scopas"
"Ambassis jacksoniensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Ambassidae","Ambassis","Ambassis jacksoniensis"
"Amblycirrhitus bimacula","Animalia","Chordata","Teleostei","Centrarchiformes","Cirrhitidae","Amblycirrhitus","Amblycirrhitus bimacula"
"Amblycirrhitus earnshawi","Animalia","Chordata","Teleostei","Centrarchiformes","Cirrhitidae","Amblycirrhitus","Amblycirrhitus earnshawi"
"Amblycirrhitus pinos","Animalia","Chordata","Teleostei","Centrarchiformes","Cirrhitidae","Amblycirrhitus","Amblycirrhitus pinos"
"Amblyeleotris fasciata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","Amblyeleotris fasciata"
"Amblyeleotris guttata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","Amblyeleotris guttata"
"Amblyeleotris gymnocephala","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","Amblyeleotris gymnocephala"
"Amblyeleotris japonica","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","Amblyeleotris japonica"
"Amblyeleotris periophthalma","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","Amblyeleotris periophthalma"
"Amblyeleotris steinitzi","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","Amblyeleotris steinitzi"
"Amblyeleotris sungami","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","Amblyeleotris sungami"
"Amblyeleotris wheeleri","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblyeleotris","Amblyeleotris wheeleri"
"Amblyglyphidodon aureus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon aureus"
"Amblyglyphidodon batunaorum","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon batunaorum"
"Amblyglyphidodon curacao","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon curacao"
"Amblyglyphidodon flavilatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon flavilatus"
"Amblyglyphidodon indicus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon indicus"
"Amblyglyphidodon leucogaster","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon leucogaster"
"Amblyglyphidodon melanopterus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon melanopterus"
"Amblyglyphidodon orbicularis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon orbicularis"
"Amblyglyphidodon ternatensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon ternatensis"
"Amblygobius buanensis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblygobius","Amblygobius buanensis"
"Amblygobius bynoensis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblygobius","Amblygobius bynoensis"
"Amblygobius decussatus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblygobius","Amblygobius decussatus"
"Amblygobius nocturnus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblygobius","Amblygobius nocturnus"
"Amblygobius phalaena","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Amblygobius","Amblygobius phalaena"
"Amblyrhynchote honckenii",NA,NA,NA,NA,NA,NA,NA
"Ammodytes tobianus","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","Ammodytes tobianus"
"Amphichaetodon howensis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Amphichaetodon","Amphichaetodon howensis"
"Amphichthys cryptocentrus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Amphichthys","Amphichthys cryptocentrus"
"Amphiprion akallopisos","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion akallopisos"
"Amphiprion akindynos","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion akindynos"
"Amphiprion allardi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion allardi"
"Amphiprion bicinctus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion bicinctus"
"Amphiprion chrysopterus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion chrysopterus"
"Amphiprion clarkii","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion clarkii"
"Amphiprion ephippium","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion ephippium"
"Amphiprion frenatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion frenatus"
"Amphiprion fuscocaudatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion fuscocaudatus"
"Amphiprion latezonatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion latezonatus"
"Amphiprion leucokranos","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion leucokranos"
"Amphiprion mccullochi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion mccullochi"
"Amphiprion melanopus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion melanopus"
"Amphiprion nigripes","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion nigripes"
"Amphiprion ocellaris","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion ocellaris"
"Amphiprion percula","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion percula"
"Amphiprion perideraion","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion perideraion"
"Amphiprion rubrocinctus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion rubrocinctus"
"Amphiprion sandaracinos","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion sandaracinos"
"Anampses caeruleopunctatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses caeruleopunctatus"
"Anampses cuvier","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses cuvier"
"Anampses elegans","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses elegans"
"Anampses femininus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses femininus"
"Anampses geographicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses geographicus"
"Anampses lennardi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses lennardi"
"Anampses lineatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses lineatus"
"Anampses melanurus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses melanurus"
"Anampses meleagrides","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses meleagrides"
"Anampses neoguinaicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses neoguinaicus"
"Anampses twistii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Anampses","Anampses twistii"
"Anarrhichthys ocellatus","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus"
"Anisotremus caesius","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Anisotremus caesius"
"Anisotremus davidsonii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Anisotremus davidsonii"
"Anisotremus interruptus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Anisotremus interruptus"
"Anisotremus scapularis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Anisotremus scapularis"
"Anisotremus surinamensis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Anisotremus surinamensis"
"Anisotremus taeniatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Anisotremus taeniatus"
"Anisotremus virginicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Anisotremus","Anisotremus virginicus"
"Anoplocapros amygdaloides","Animalia","Chordata","Teleostei","Tetraodontiformes","Aracanidae","Anoplocapros","Anoplocapros amygdaloides"
"Anoplocapros inermis","Animalia","Chordata","Teleostei","Tetraodontiformes","Aracanidae","Anoplocapros","Anoplocapros inermis"
"Anoplocapros lenticularis","Animalia","Chordata","Teleostei","Tetraodontiformes","Aracanidae","Anoplocapros","Anoplocapros lenticularis"
"Anyperodon leucogrammicus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Anyperodon","Anyperodon leucogrammicus"
"Aphareus furca","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Aphareus","Aphareus furca"
"Aphareus rutilans","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Aphareus","Aphareus rutilans"
"Aploactisoma milesii","Animalia","Chordata","Teleostei","Perciformes","Aploactinidae","Aploactisoma","Aploactisoma milesii"
"Aplodactylus arctidens","Animalia","Chordata","Teleostei","Centrarchiformes","Aplodactylidae","Aplodactylus","Aplodactylus arctidens"
"Aplodactylus etheridgii","Animalia","Chordata","Teleostei","Centrarchiformes","Aplodactylidae","Aplodactylus","Aplodactylus etheridgii"
"Aplodactylus lophodon","Animalia","Chordata","Teleostei","Centrarchiformes","Aplodactylidae","Aplodactylus","Aplodactylus lophodon"
"Aplodactylus westralis","Animalia","Chordata","Teleostei","Centrarchiformes","Aplodactylidae","Aplodactylus","Aplodactylus westralis"
"Apogon atradorsatus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon atradorsatus"
"Apogon atricaudus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon atricaudus"
"Apogon binotatus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon binotatus"
"Apogon dovii","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon dovii"
"Apogon imberbis","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon imberbis"
"Apogon lachneri","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon lachneri"
"Apogon maculatus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon maculatus"
"Apogon pacificus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon pacificus"
"Apogon retrosella","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon retrosella"
"Apogon townsendi","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","Apogon townsendi"
"Apogonichthyoides timorensis","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogonichthyoides","Apogonichthyoides timorensis"
"Apolemichthys trimaculatus","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Apolemichthys","Apolemichthys trimaculatus"
"Aprion virescens","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Aprion","Aprion virescens"
"Aracana aurita","Animalia","Chordata","Teleostei","Tetraodontiformes","Aracanidae","Aracana","Aracana aurita"
"Aracana ornata","Animalia","Chordata","Teleostei","Tetraodontiformes","Aracanidae","Aracana","Aracana ornata"
"Archamia bleekeri","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Archamia","Archamia bleekeri"
"Arcos poecilophthalmos","Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Arcos","Arcos poecilophthalmos"
"Arenigobius frenatus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Arenigobius","Arenigobius frenatus"
"Argyrosomus hololepidotus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Argyrosomus","Argyrosomus hololepidotus"
"Argyrosomus japonicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Argyrosomus","Argyrosomus japonicus"
"Arothron caeruleopunctatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron caeruleopunctatus"
"Arothron diadematus","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron diadematus"
"Arothron hispidus","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron hispidus"
"Arothron inconditus","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron inconditus"
"Arothron manilensis","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron manilensis"
"Arothron mappa","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron mappa"
"Arothron meleagris","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron meleagris"
"Arothron nigropunctatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron nigropunctatus"
"Arothron stellatus",NA,NA,NA,NA,NA,NA,NA
"Arripis georgiana","Animalia","Chordata","Teleostei","Scombriformes","Arripidae","Arripis","Arripis georgiana"
"Arripis trutta","Animalia","Chordata","Teleostei","Scombriformes","Arripidae","Arripis","Arripis trutta"
"Arripis truttacea","Animalia","Chordata","Teleostei","Scombriformes","Arripidae","Arripis","Arripis truttacea"
"Arripis xylabion","Animalia","Chordata","Teleostei","Scombriformes","Arripidae","Arripis","Arripis xylabion"
"Artedius harringtoni","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Artedius","Artedius harringtoni"
"Aspasmogaster tasmaniensis","Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Aspasmogaster","Aspasmogaster tasmaniensis"
"Aspidontus dussumieri","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Aspidontus","Aspidontus dussumieri"
"Aspidontus taeniatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Aspidontus","Aspidontus taeniatus"
"Assessor flavissimus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Assessor","Assessor flavissimus"
"Assessor macneilli","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Assessor","Assessor macneilli"
"Assessor randalli","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Assessor","Assessor randalli"
"Assiculus punctatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Assiculus","Assiculus punctatus"
"Asterropteryx striata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Asterropteryx","Asterropteryx striata"
"Atherina hepsetus","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherina","Atherina hepsetus"
"Atherina presbyter","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherina","Atherina presbyter"
"Atherinomorus vaigiensis","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherinomorus","Atherinomorus vaigiensis"
"Atractoscion aequidens","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Atractoscion","Atractoscion aequidens"
"Atrosalarias holomelas","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Atrosalarias","Atrosalarias holomelas"
"Atule mate","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Atule","Atule mate"
"Atypichthys latus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Atypichthys","Atypichthys latus"
