"name","kingdom","phylum","class","order","family","genus","species"
"Centropyge multispinis","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Centropyge","Centropyge multispinis"
"Centropyge nox","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Centropyge","Centropyge nox"
"Centropyge tibicen","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Centropyge","Centropyge tibicen"
"Cephalopholis argus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis argus"
"Cephalopholis boenak","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis boenak"
"Cephalopholis cruentata","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis cruentata"
"Cephalopholis cyanostigma","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis cyanostigma"
"Cephalopholis formosa","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis formosa"
"Cephalopholis fulva","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis fulva"
"Cephalopholis hemistiktos","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis hemistiktos"
"Cephalopholis leopardus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis leopardus"
"Cephalopholis microprion","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis microprion"
"Cephalopholis miniata","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis miniata"
"Cephalopholis panamensis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis panamensis"
"Cephalopholis sexmaculata","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis sexmaculata"
"Cephalopholis sonnerati","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis sonnerati"
"Cephalopholis spiloparaea","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis spiloparaea"
"Cephalopholis urodeta","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","Cephalopholis urodeta"
"Cetoscarus bicolor","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Cetoscarus","Cetoscarus bicolor"
"Chaenopsis schmitti","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Chaenopsis","Chaenopsis schmitti"
"Chaetodermis penicilligerus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Chaetodermis","Chaetodermis penicilligerus"
"Chaetodipterus faber","Animalia","Chordata","Teleostei","Acanthuriformes","Ephippidae","Chaetodipterus","Chaetodipterus faber"
"Chaetodipterus zonatus","Animalia","Chordata","Teleostei","Acanthuriformes","Ephippidae","Chaetodipterus","Chaetodipterus zonatus"
"Chaetodon adiergastos","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon adiergastos"
"Chaetodon andamanensis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon andamanensis"
"Chaetodon argentatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon argentatus"
"Chaetodon assarius","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon assarius"
"Chaetodon aureofasciatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon aureofasciatus"
"Chaetodon auriga","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon auriga"
"Chaetodon auripes","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon auripes"
"Chaetodon austriacus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon austriacus"
"Chaetodon baronessa","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon baronessa"
"Chaetodon bennetti","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon bennetti"
"Chaetodon capistratus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon capistratus"
"Chaetodon citrinellus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon citrinellus"
"Chaetodon collare","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon collare"
"Chaetodon decussatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon decussatus"
"Chaetodon dolosus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon dolosus"
"Chaetodon ephippium","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon ephippium"
"Chaetodon falcula","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon falcula"
"Chaetodon fasciatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon fasciatus"
"Chaetodon flavirostris","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon flavirostris"
"Chaetodon guentheri","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon guentheri"
"Chaetodon guttatissimus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon guttatissimus"
"Chaetodon humeralis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon humeralis"
"Chaetodon interruptus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon interruptus"
"Chaetodon kleinii","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon kleinii"
"Chaetodon lineolatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon lineolatus"
"Chaetodon litus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon litus"
"Chaetodon lunula","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon lunula"
"Chaetodon lunulatus",NA,NA,NA,NA,NA,NA,NA
"Chaetodon madagaskariensis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon madagaskariensis"
"Chaetodon marleyi","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon marleyi"
"Chaetodon melannotus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon melannotus"
"Chaetodon mertensii","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon mertensii"
"Chaetodon meyeri","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon meyeri"
"Chaetodon miliaris","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon miliaris"
"Chaetodon multicinctus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon multicinctus"
"Chaetodon ocellatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon ocellatus"
"Chaetodon ocellicaudus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon ocellicaudus"
"Chaetodon octofasciatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon octofasciatus"
"Chaetodon ornatissimus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon ornatissimus"
"Chaetodon oxycephalus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon oxycephalus"
"Chaetodon paucifasciatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon paucifasciatus"
"Chaetodon pelewensis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon pelewensis"
"Chaetodon plebeius","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon plebeius"
"Chaetodon punctatofasciatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon punctatofasciatus"
"Chaetodon quadrimaculatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon quadrimaculatus"
"Chaetodon rafflesii","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon rafflesii"
"Chaetodon rainfordi","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon rainfordi"
"Chaetodon reticulatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon reticulatus"
"Chaetodon sedentarius","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon sedentarius"
"Chaetodon semeion","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon semeion"
"Chaetodon semilarvatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon semilarvatus"
"Chaetodon speculum","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon speculum"
"Chaetodon striatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon striatus"
"Chaetodon triangulum","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon triangulum"
"Chaetodon trichrous","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon trichrous"
"Chaetodon tricinctus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon tricinctus"
"Chaetodon trifascialis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon trifascialis"
"Chaetodon trifasciatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon trifasciatus"
"Chaetodon ulietensis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon ulietensis"
"Chaetodon unimaculatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon unimaculatus"
"Chaetodon vagabundus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon vagabundus"
"Chaetodon xanthocephalus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon xanthocephalus"
"Chaetodon xanthurus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon xanthurus"
"Chaetodon zanzibarensis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon zanzibarensis"
"Chaetodontoplus conspicillatus","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus conspicillatus"
"Chaetodontoplus duboulayi","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus duboulayi"
"Chaetodontoplus meredithi","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus meredithi"
"Chaetodontoplus mesoleucus","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus mesoleucus"
"Chaetodontoplus personifer","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus personifer"
"Chaetodontoplus septentrionalis","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus septentrionalis"
"Chaetodontoplus vanderloosi","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus vanderloosi"
"Champsocephalus esox","Animalia","Chordata","Teleostei","Perciformes","Channichthyidae","Champsocephalus","Champsocephalus esox"
"Chanos chanos","Animalia","Chordata","Teleostei","Gonorynchiformes","Chanidae","Chanos","Chanos chanos"
"Cheilinus abudjubbe","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Cheilinus","Cheilinus abudjubbe"
"Cheilinus chlorourus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Cheilinus","Cheilinus chlorourus"
"Cheilinus fasciatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Cheilinus","Cheilinus fasciatus"
"Cheilinus lunulatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Cheilinus","Cheilinus lunulatus"
"Cheilinus oxycephalus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Cheilinus","Cheilinus oxycephalus"
"Cheilinus trilobatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Cheilinus","Cheilinus trilobatus"
"Cheilinus undulatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Cheilinus","Cheilinus undulatus"
"Cheilio inermis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Cheilio","Cheilio inermis"
"Morwong ephippium","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Morwong","Morwong ephippium"
"Cheilodactylus fasciatus","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus fasciatus"
"Goniistius francisi","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Goniistius","Goniistius francisi"
"Morwong fuscus","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Morwong","Morwong fuscus"
"Goniistius gibbosus","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Goniistius","Goniistius gibbosus"
"Pseudogoniistius nigripes","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Pseudogoniistius","Pseudogoniistius nigripes"
"Cheilodactylus pixi","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus pixi"
"Goniistius plessisi","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Goniistius","Goniistius plessisi"
"Goniistius rubrolabiatus","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Goniistius","Goniistius rubrolabiatus"
"Chirodactylus spectabilis","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Chirodactylus","Chirodactylus spectabilis"
"Goniistius vestitus","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Goniistius","Goniistius vestitus"
"Goniistius zebra","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Goniistius","Goniistius zebra"
"Goniistius zonatus","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Goniistius","Goniistius zonatus"
"Cheilodipterus arabicus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus arabicus"
"Cheilodipterus artus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus artus"
"Cheilodipterus intermedius","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus intermedius"
"Cheilodipterus isostigma","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus isostigma"
"Cheilodipterus lachneri","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus lachneri"
"Cheilodipterus macrodon","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus macrodon"
"Cheilodipterus nigrotaeniatus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus nigrotaeniatus"
"Cheilodipterus parazonatus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus parazonatus"
"Cheilodipterus quinquelineatus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Cheilodipterus","Cheilodipterus quinquelineatus"
"Cheiloprion labiatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Cheiloprion","Cheiloprion labiatus"
"Chelidonichthys capensis","Animalia","Chordata","Teleostei","Perciformes","Triglidae","Chelidonichthys","Chelidonichthys capensis"
"Chelmon marginalis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chelmon","Chelmon marginalis"
"Chelmon rostratus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chelmon","Chelmon rostratus"
"Chelmonops curiosus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chelmonops","Chelmonops curiosus"
"Chelmonops truncatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chelmonops","Chelmonops truncatus"
"Chelon auratus","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon auratus"
"Chelon labrosus","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon labrosus"
"Chelon ramada","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon ramada"
"Chelon richardsonii","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon richardsonii"
"Chelonodontops pleurospilus","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Chelonodontops","Chelonodontops pleurospilus"
"Chilomycterus antennatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Diodontidae","Chilomycterus","Chilomycterus antennatus"
"Chilomycterus reticulatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Diodontidae","Chilomycterus","Chilomycterus reticulatus"
"Chirodactylus brachydactylus","Animalia","Chordata","Teleostei","Centrarchiformes","Cheilodactylidae","Chirodactylus","Chirodactylus brachydactylus"
"Chirolophis ascanii","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis ascanii"
"Chironemus maculosus","Animalia","Chordata","Teleostei","Centrarchiformes","Chironemidae","Chironemus","Chironemus maculosus"
"Chironemus marmoratus","Animalia","Chordata","Teleostei","Centrarchiformes","Chironemidae","Chironemus","Chironemus marmoratus"
"Chironemus microlepis","Animalia","Chordata","Teleostei","Centrarchiformes","Chironemidae","Chironemus","Chironemus microlepis"
"Chlorurus atrilunula","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus atrilunula"
"Chlorurus bleekeri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus bleekeri"
"Chlorurus bowersi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus bowersi"
"Chlorurus capistratoides","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus capistratoides"
"Chlorurus frontalis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus frontalis"
"Chlorurus gibbus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus gibbus"
"Chlorurus japanensis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus japanensis"
"Chlorurus microrhinos","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus microrhinos"
"Chlorurus rhakoura","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus rhakoura"
"Chlorurus sordidus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus sordidus"
"Chlorurus spilurus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus spilurus"
"Chlorurus strongylocephalus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Chlorurus","Chlorurus strongylocephalus"
"Choerodon anchorago","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon anchorago"
"Choerodon azurio","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon azurio"
"Choerodon cauteroma","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon cauteroma"
"Choerodon cephalotes","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon cephalotes"
"Choerodon cyanodus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon cyanodus"
"Choerodon fasciatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon fasciatus"
"Choerodon graphicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon graphicus"
"Choerodon jordani","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon jordani"
"Choerodon monostigma","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon monostigma"
"Choerodon rubescens","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon rubescens"
"Choerodon schoenleinii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon schoenleinii"
"Choerodon vitta","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Choerodon","Choerodon vitta"
"Chriolepis dialepta","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Chriolepis","Chriolepis dialepta"
"Pycnochromis abruptus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis abruptus"
"Pycnochromis acares","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis acares"
"Pycnochromis agilis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis agilis"
"Chromis alpha","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis alpha"
"Chromis alta","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis alta"
"Pycnochromis amboinensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis amboinensis"
"Chromis analis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis analis"
"Azurina atrilobata","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina atrilobata"
"Chromis atripectoralis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis atripectoralis"
"Pycnochromis atripes","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis atripes"
"Pycnochromis bami","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis bami"
"Pycnochromis caudalis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis caudalis"
"Chromis chromis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis chromis"
"Chromis chrysura","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis chrysura"
"Chromis cinerascens","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis cinerascens"
"Chromis crusma","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis crusma"
"Azurina cyanea","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina cyanea"
"Pycnochromis dimidiatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis dimidiatus"
"Chromis dispila","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis dispila"
"Azurina elerae","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina elerae"
"Chromis flavaxilla","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis flavaxilla"
"Pycnochromis flavipectoralis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis flavipectoralis"
"Chromis flavomaculata","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis flavomaculata"
"Chromis fumea","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis fumea"
"Pycnochromis hanui","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis hanui"
"Chromis hypsilepis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis hypsilepis"
"Chromis insolata","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis insolata"
"Pycnochromis iomelas","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis iomelas"
"Chromis klunzingeri","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis klunzingeri"
"Azurina lepidolepis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina lepidolepis"
"Chromis limbata","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis limbata"
"Chromis limbaughi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis limbaughi"
"Pycnochromis lineatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis lineatus"
"Pycnochromis margaritifer","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis margaritifer"
"Azurina multilineata","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina multilineata"
"Pycnochromis nigrurus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis nigrurus"
"Chromis nitida","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis nitida"
"Chromis notata","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis notata"
"Chromis opercularis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis opercularis"
"Chromis ovalis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis ovalis"
"Chromis pamae","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis pamae"
"Chromis pelloura","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis pelloura"
"Chromis pembae","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chromis","Chromis pembae"
