"fb_sci_name","gbif_valid_key","gbif_valid_name","gbif_synonym"
"Gymnothorax zonipectis",2403976,"Gymnothorax zonipectis",FALSE
"Haemulon album",2382523,"Haemulon album",FALSE
"Haemulon aurolineatum",2382528,"Haemulon aurolineatum",FALSE
"Haemulon carbonarium",2382506,"Haemulon carbonarium",FALSE
"Brachygenys chrysargyreum",2382524,"Haemulon chrysargyreum",TRUE
"Haemulon flaviguttatum",2382501,"Haemulon flaviguttatum",FALSE
"Haemulon flavolineatum",2382521,"Haemulon flavolineatum",FALSE
"Haemulon macrostomum",2382517,"Haemulon macrostomum",FALSE
"Haemulon maculicauda",2382535,"Haemulon maculicauda",FALSE
"Haemulon melanurum",2382540,"Haemulon melanurum",FALSE
"Haemulon parra",2382511,"Haemulon parra",FALSE
"Haemulon plumierii",2382537,"Haemulon plumierii",FALSE
"Haemulon sciurus",2382543,"Haemulon sciurus",FALSE
"Haemulon scudderii",2382514,"Haemulon scudderii",FALSE
"Haemulon sexfasciatum",2382509,"Haemulon sexfasciatum",FALSE
"Haemulon steindachneri",2382546,"Haemulon steindachneri",FALSE
"Haemulon vittatum",7193166,"Haemulon vittatum",FALSE
"Haletta semifasciata",2387346,"Haletta semifasciata",FALSE
"Halichoeres adustus",2384075,"Halichoeres adustus",FALSE
"Halichoeres argus",2384250,"Halichoeres argus",FALSE
"Halichoeres biocellatus",2384136,"Halichoeres biocellatus",FALSE
"Halichoeres bivittatus",2384268,"Halichoeres bivittatus",FALSE
"Halichoeres brasiliensis",2384117,"Halichoeres brasiliensis",FALSE
"Halichoeres brownfieldi",2384187,"Halichoeres brownfieldi",FALSE
"Halichoeres burekae",2384243,"Halichoeres burekae",FALSE
"Halichoeres chierchiae",2384244,"Halichoeres chierchiae",FALSE
"Halichoeres chloropterus",2384149,"Halichoeres chloropterus",FALSE
"Halichoeres chrysus",2384091,"Halichoeres chrysus",FALSE
"Halichoeres cosmetus",2384073,"Halichoeres cosmetus",FALSE
"Halichoeres dimidiatus",2384245,"Halichoeres dimidiatus",FALSE
"Halichoeres discolor",2384077,"Halichoeres discolor",FALSE
"Halichoeres dispilus",2384231,"Halichoeres dispilus",FALSE
"Halichoeres erdmanni",5962198,"Halichoeres erdmanni",FALSE
"Halichoeres garnoti",2384162,"Halichoeres garnoti",FALSE
"Halichoeres hartzfeldii",2384262,"Halichoeres hartzfeldii",FALSE
"Halichoeres hortulanus",2384141,"Halichoeres hortulanus",FALSE
"Halichoeres insularis",2384189,"Halichoeres insularis",FALSE
"Halichoeres iridis",2384067,"Halichoeres iridis",FALSE
"Halichoeres leucoxanthus",2384277,"Halichoeres leucoxanthus",FALSE
"Halichoeres leucurus",2384094,"Halichoeres leucurus",FALSE
"Halichoeres maculipinna",2384125,"Halichoeres maculipinna",FALSE
"Halichoeres malpelo",2384139,"Halichoeres malpelo",FALSE
"Halichoeres margaritaceus",2384063,"Halichoeres margaritaceus",FALSE
"Halichoeres marginatus",2384102,"Halichoeres marginatus",FALSE
"Halichoeres melanochir",2384089,"Halichoeres melanochir",FALSE
"Halichoeres melanurus",2384137,"Halichoeres melanurus",FALSE
"Halichoeres melasmapomus",2384068,"Halichoeres melasmapomus",FALSE
"Halichoeres miniatus",2384167,"Halichoeres miniatus",FALSE
"Halichoeres nebulosus",2384055,"Halichoeres nebulosus",FALSE
"Halichoeres nicholsi",2384208,"Halichoeres nicholsi",FALSE
"Halichoeres nigrescens",2384107,"Halichoeres nigrescens",FALSE
"Halichoeres notospilus",2384123,"Halichoeres notospilus",FALSE
"Halichoeres orientalis",2384278,"Halichoeres orientalis",FALSE
"Halichoeres ornatissimus",2384258,"Halichoeres ornatissimus",FALSE
"Halichoeres pictus",2384071,"Halichoeres pictus",FALSE
"Halichoeres poeyi",2384275,"Halichoeres poeyi",FALSE
"Halichoeres prosopeion",2384086,"Halichoeres prosopeion",FALSE
"Halichoeres radiatus",2384111,"Halichoeres radiatus",FALSE
"Halichoeres richmondi",2384083,"Halichoeres richmondi",FALSE
"Halichoeres salmofasciatus",2384097,"Halichoeres salmofasciatus",FALSE
"Halichoeres scapularis",2384164,"Halichoeres scapularis",FALSE
"Halichoeres semicinctus",2384234,"Halichoeres semicinctus",FALSE
"Halichoeres socialis",2384066,"Halichoeres socialis",FALSE
"Halichoeres solorensis",2384185,"Halichoeres solorensis",FALSE
"Halichoeres tenuispinis",2384052,"Halichoeres tenuispinis",FALSE
"Halichoeres timorensis",2384106,"Halichoeres timorensis",FALSE
"Halichoeres trimaculatus",2384128,"Halichoeres trimaculatus",FALSE
"Halichoeres trispilus",2384173,"Halichoeres trispilus",FALSE
"Helcogramma chica",2392863,"Helcogramma chica",FALSE
"Helcogramma decurrens",2392887,"Helcogramma decurrens",FALSE
"Helcogramma maldivensis",2392879,"Helcogramma maldivensis",FALSE
"Helcogramma striata",2392854,"Helcogramma striata",FALSE
"Helcogrammoides cunninghami",2393056,"Helcogrammoides cunninghami",FALSE
"Helicolenus percoides",2335330,"Helicolenus percoides",FALSE
"Helotes sexlineatus",2374590,"Helotes sexlineatus",FALSE
"Hemiglyphidodon plagiometopon",2398183,"Hemiglyphidodon plagiometopon",FALSE
"Hemigymnus fasciatus",2383744,"Hemigymnus fasciatus",FALSE
"Hemigymnus melapterus",2383739,"Hemigymnus melapterus",FALSE
"Hemilepidotus jordani",2333945,"Hemilepidotus jordani",FALSE
"Hemiramphus depauperatus",2368963,"Hemiramphus depauperatus",FALSE
"Hemitaurichthys multispinosus",2385642,"Hemitaurichthys multispinosus",FALSE
"Hemitaurichthys polylepis",2385640,"Hemitaurichthys polylepis",FALSE
"Hemitaurichthys thompsoni",2385648,"Hemitaurichthys thompsoni",FALSE
"Hemitaurichthys zoster",2385643,"Hemitaurichthys zoster",FALSE
"Heniochus acuminatus",2385730,"Heniochus acuminatus",FALSE
"Heniochus chrysostomus",2385724,"Heniochus chrysostomus",FALSE
"Heniochus diphreutes",2385729,"Heniochus diphreutes",FALSE
"Heniochus intermedius",2385717,"Heniochus intermedius",FALSE
"Heniochus monoceros",2385719,"Heniochus monoceros",FALSE
"Heniochus pleurotaenia",2385723,"Heniochus pleurotaenia",FALSE
"Heniochus singularius",2385739,"Heniochus singularius",FALSE
"Heniochus varius",2385713,"Heniochus varius",FALSE
"Heteroclinus adelaidae",2380216,"Heteroclinus adelaidae",FALSE
"Heteroclinus johnstoni",2380196,"Heteroclinus johnstoni",FALSE
"Heteroclinus perspicillatus",2380217,"Heteroclinus perspicillatus",FALSE
"Heteroclinus roseus",2380213,"Heteroclinus roseus",FALSE
"Heteroclinus tristis",2380204,"Heteroclinus tristis",FALSE
"Heteroconger hassi",2403157,"Heteroconger hassi",FALSE
"Heteropriacanthus cruentatus",2375045,"Heteropriacanthus cruentatus",FALSE
"Heteroscarus acroptilus",5788038,"Heteroscarus acroptilus",FALSE
"Heterostichus rostratus",5209305,"Heterostichus rostratus",FALSE
"Hexagrammos agrammus",2336490,"Hexagrammos agrammus",FALSE
"Hexagrammos decagrammus",2336472,"Hexagrammos decagrammus",FALSE
"Hexagrammos otakii",2336496,"Hexagrammos otakii",FALSE
"Hexagrammos stelleri",2336480,"Hexagrammos stelleri",FALSE
"Hipposcarus harid",2393848,"Hipposcarus harid",FALSE
"Hipposcarus longiceps",2393846,"Hipposcarus longiceps",FALSE
"Holacanthus bermudensis",5211460,"Holacanthus bermudensis",FALSE
"Holacanthus ciliaris",5211452,"Holacanthus ciliaris",FALSE
"Holacanthus clarionensis",5211463,"Holacanthus clarionensis",FALSE
"Holacanthus passer",5211449,"Holacanthus passer",FALSE
"Holacanthus tricolor",5211450,"Holacanthus tricolor",FALSE
"Holocentrus adscensionis",5204778,"Holocentrus adscensionis",FALSE
"Holocentrus rufus",5204777,"Holocentrus rufus",FALSE
"Hologymnosus annulatus",2384442,"Hologymnosus annulatus",FALSE
"Hologymnosus doliatus",2384436,"Hologymnosus doliatus",FALSE
"Hoplolatilus cuniculus",2389854,"Hoplolatilus cuniculus",FALSE
"Hoplolatilus starcki",2389856,"Hoplolatilus starcki",FALSE
"Hoplopagrus guentherii",2385255,"Hoplopagrus guentherii",FALSE
"Hyperlophus vittatus",2413176,"Hyperlophus vittatus",FALSE
"Hypoatherina barnesi",2411899,"Hypoatherina barnesi",FALSE
"Hypoplectrodes annulatus",2387934,"Hypoplectrodes annulatus",FALSE
"Hypoplectrodes huntii",2387937,"Hypoplectrodes huntii",FALSE
"Hypoplectrodes maccullochi",2387940,"Hypoplectrodes maccullochi",FALSE
"Hypoplectrodes nigroruber",2387925,"Hypoplectrodes nigroruber",FALSE
"Hypoplectrus aberrans",2388772,"Hypoplectrus aberrans",FALSE
"Hypoplectrus castroaguirrei",7193117,"Hypoplectrus castroaguirrei",FALSE
"Hypoplectrus chlorurus",2388780,"Hypoplectrus chlorurus",FALSE
"Hypoplectrus gemma",2388766,"Hypoplectrus gemma",FALSE
"Hypoplectrus guttavarius",2388774,"Hypoplectrus guttavarius",FALSE
"Hypoplectrus indigo",2388767,"Hypoplectrus indigo",FALSE
"Hypoplectrus maya",6169350,"Hypoplectrus maya",FALSE
"Hypoplectrus nigricans",2388786,"Hypoplectrus nigricans",FALSE
"Hypoplectrus providencianus",2388785,"Hypoplectrus providencianus",FALSE
"Hypoplectrus puella",2388790,"Hypoplectrus puella",FALSE
"Hypoplectrus unicolor",2388770,"Hypoplectrus unicolor",FALSE
"Hyporhamphus affinis",2368900,"Hyporhamphus affinis",FALSE
"Hyporthodus flavolimbatus",5788226,"Hyporthodus flavolimbatus",FALSE
"Hyporthodus niveatus",5788225,"Hyporthodus niveatus",FALSE
"Hyporthodus octofasciatus",5788217,"Hyporthodus octofasciatus",FALSE
"Hypsoblennius proteus",2395551,"Hypsoblennius proteus",FALSE
"Hypsurus caryi",2389310,"Hypsurus caryi",FALSE
"Hypsypops rubicundus",2398736,"Hypsypops rubicundus",FALSE
"Iniistius celebicus",2383344,"Iniistius celebicus",FALSE
"Iniistius pavo",2383333,"Iniistius pavo",FALSE
"Inimicus caledonicus",2333647,"Inimicus caledonicus",FALSE
"Inimicus filamentosus",2333651,"Inimicus filamentosus",FALSE
"Isocirrhitus sexfasciatus",2375181,"Isocirrhitus sexfasciatus",FALSE
"Istigobius campbelli",2376225,"Istigobius campbelli",FALSE
"Istigobius decoratus",2376229,"Istigobius decoratus",FALSE
"Istigobius goldmanni",2376257,"Istigobius goldmanni",FALSE
"Istigobius hoesei",2376256,"Istigobius hoesei",FALSE
"Istigobius nigroocellatus",2376237,"Istigobius nigroocellatus",FALSE
"Istigobius rigilius",2376217,"Istigobius rigilius",FALSE
"Itycirrhitus wilhelmi",2375174,"Itycirrhitus wilhelmi",FALSE
"Jenkinsia lamprotaenia",5214565,"Jenkinsia lamprotaenia",FALSE
"Johnrandallia nigrirostris",2385671,"Johnrandallia nigrirostris",FALSE
"Jordania zonope",2333884,"Jordania zonope",FALSE
"Karalepis stewarti",2393061,"Karalepis stewarti",FALSE
"Koumansetta hectori",4353598,"Koumansetta hectori",FALSE
"Koumansetta rainfordi",2375853,"Koumansetta rainfordi",FALSE
"Kuhlia mugil",5208693,"Kuhlia mugil",FALSE
"Kyphosus vaigiensis",2381337,"Kyphosus vaigiensis",FALSE
"Kyphosus azureus",8173912,"Kyphosus azureus",FALSE
"Kyphosus bigibbus",2381299,"Kyphosus bigibbus",FALSE
"Kyphosus cinerascens",2381309,"Kyphosus cinerascens",FALSE
"Kyphosus cornelii",2381327,"Kyphosus cornelii",FALSE
"Kyphosus elegans",2381297,"Kyphosus elegans",FALSE
"Kyphosus incisor",2381322,"Kyphosus incisor",FALSE
"Kyphosus ocyurus",7901252,"Kyphosus ocyurus",FALSE
"Kyphosus sectatrix",2381293,"Kyphosus sectatrix",FALSE
"Kyphosus sydneyanus",2381302,"Kyphosus sydneyanus",FALSE
"Labracinus cyclophthalmus",2381781,"Labracinus cyclophthalmus",FALSE
"Labracinus lineatus",2381777,"Labracinus lineatus",FALSE
"Labracoglossa nitida",2381350,"Labracoglossa nitida",FALSE
"Labrichthys unilineatus",2383133,"Labrichthys unilineatus",FALSE
"Labrisomus cricota",2389655,"Labrisomus cricota",FALSE
"Labrisomus jenkinsi",2389679,"Labrisomus jenkinsi",FALSE
"Labrisomus multiporosus",2389678,"Labrisomus multiporosus",FALSE
"Labrisomus nuchipinnis",2389661,"Labrisomus nuchipinnis",FALSE
"Labrisomus socorroensis",2389674,"Labrisomus socorroensis",FALSE
"Labroides bicolor",2383735,"Labroides bicolor",FALSE
"Labroides dimidiatus",2383731,"Labroides dimidiatus",FALSE
"Labroides pectoralis",2383730,"Labroides pectoralis",FALSE
"Labroides phthirophagus",2383729,"Labroides phthirophagus",FALSE
"Labroides rubrolabiatus",2383734,"Labroides rubrolabiatus",FALSE
"Labropsis alleni",2383390,"Labropsis alleni",FALSE
"Labropsis australis",2383387,"Labropsis australis",FALSE
"Labropsis manabei",2383383,"Labropsis manabei",FALSE
"Labropsis micronesica",2383389,"Labropsis micronesica",FALSE
"Labropsis xanthonota",2383384,"Labropsis xanthonota",FALSE
"Labrus bergylta",2383624,"Labrus bergylta",FALSE
"Labrus merula",2383638,"Labrus merula",FALSE
"Labrus mixtus",2383649,"Labrus mixtus",FALSE
"Labrus viridis",2383648,"Labrus viridis",FALSE
"Lachnolaimus maximus",2383618,"Lachnolaimus maximus",FALSE
"Lactophrys bicaudalis",2408100,"Lactophrys bicaudalis",FALSE
"Lactophrys triqueter",2408093,"Lactophrys triqueter",FALSE
"Lactoria diaphana",2408118,"Lactoria diaphana",FALSE
"Lactoria fornasini",2408112,"Lactoria fornasini",FALSE
"Larabicus quadrilineatus",2383612,"Larabicus quadrilineatus",FALSE
"Latridopsis ciliaris",2394461,"Latridopsis ciliaris",FALSE
"Latridopsis forsteri",2394463,"Latridopsis forsteri",FALSE
"Latropiscis purpurissatus",4353928,"Latropiscis purpurissatus",FALSE
"Leiocottus hirundo",2333903,"Leiocottus hirundo",FALSE
"Lepidonectes bimaculatus",5788255,"Lepidonectes bimaculatus",FALSE
"Lepidonectes clarkhubbsi",2392709,"Lepidonectes clarkhubbsi",FALSE
"Lepidonectes corallicola",2392711,"Lepidonectes corallicola",FALSE
"Lepidozygus tapeinosoma",2398762,"Lepidozygus tapeinosoma",FALSE
"Leptatherina presbyteroides",2411877,"Leptatherina presbyteroides",FALSE
"Leptocottus armatus",2333923,"Leptocottus armatus",FALSE
"Leptojulis cyanopleura",2383947,"Leptojulis cyanopleura",FALSE
"Leptoscarus vaigiensis",2393824,"Leptoscarus vaigiensis",FALSE
"Lesueurigobius friesii",2378673,"Lesueurigobius friesii",FALSE
"Lethrinus amboinensis",2374887,"Lethrinus amboinensis",FALSE
"Lethrinus atkinsoni",2374866,"Lethrinus atkinsoni",FALSE
"Lethrinus borbonicus",2374912,"Lethrinus borbonicus",FALSE
"Lethrinus erythracanthus",2374914,"Lethrinus erythracanthus",FALSE
"Lethrinus erythropterus",2374916,"Lethrinus erythropterus",FALSE
"Lethrinus genivittatus",2374864,"Lethrinus genivittatus",FALSE
"Lethrinus harak",2374898,"Lethrinus harak",FALSE
"Lethrinus laticaudis",2374886,"Lethrinus laticaudis",FALSE
"Lethrinus lentjan",2374823,"Lethrinus lentjan",FALSE
"Lethrinus microdon",2374870,"Lethrinus microdon",FALSE
"Lethrinus miniatus",2374857,"Lethrinus miniatus",FALSE
"Lethrinus nebulosus",2374885,"Lethrinus nebulosus",FALSE
"Lethrinus obsoletus",2374840,"Lethrinus obsoletus",FALSE
"Lethrinus olivaceus",2374850,"Lethrinus olivaceus",FALSE
"Lethrinus ornatus",2374922,"Lethrinus ornatus",FALSE
"Lethrinus rubrioperculatus",2374858,"Lethrinus rubrioperculatus",FALSE
"Lethrinus variegatus",2374876,"Lethrinus variegatus",FALSE
"Lethrinus xanthochilus",2374879,"Lethrinus xanthochilus",FALSE
"Leviprora inops",2335661,"Leviprora inops",FALSE
"Limnichthys fasciatus",2386013,"Limnichthys fasciatus",FALSE
"Liparis montagui",5201512,"Liparis montagui",FALSE
"Lipophrys pholis",2395462,"Lipophrys pholis",FALSE
"Lithognathus lithognathus",2392651,"Lithognathus lithognathus",FALSE
"Lithognathus mormyrus",2392647,"Lithognathus mormyrus",FALSE
"Planiliza melinoptera",9520622,"Planiliza melinoptera",FALSE
"Lotella rhacina",2417255,"Lotella rhacina",FALSE
"Lotilia graciliosa",2379180,"Lotilia graciliosa",FALSE
"Lucayablennius zingaro",2381413,"Lucayablennius zingaro",FALSE
"Lutjanus alexandrei",2384740,"Lutjanus alexandrei",FALSE
"Lutjanus analis",2384981,"Lutjanus analis",FALSE
"Lutjanus apodus",2384922,"Lutjanus apodus",FALSE
"Lutjanus aratus",2385126,"Lutjanus aratus",FALSE
"Lutjanus argentimaculatus",2385069,"Lutjanus argentimaculatus",FALSE
"Lutjanus argentiventris",2385004,"Lutjanus argentiventris",FALSE
"Lutjanus biguttatus",2384905,"Lutjanus biguttatus",FALSE
"Lutjanus bohar",2384758,"Lutjanus bohar",FALSE
"Lutjanus boutton",2384967,"Lutjanus boutton",FALSE
"Lutjanus campechanus",2384865,"Lutjanus campechanus",FALSE
"Lutjanus carponotatus",2384805,"Lutjanus carponotatus",FALSE
"Lutjanus cyanopterus",2385052,"Lutjanus cyanopterus",FALSE
"Lutjanus decussatus",2384996,"Lutjanus decussatus",FALSE
"Lutjanus ehrenbergii",2385008,"Lutjanus ehrenbergii",FALSE
"Lutjanus erythropterus",2384787,"Lutjanus erythropterus",FALSE
"Lutjanus fulviflamma",2384777,"Lutjanus fulviflamma",FALSE
"Lutjanus fulvus",2385096,"Lutjanus fulvus",FALSE
"Lutjanus gibbus",2385035,"Lutjanus gibbus",FALSE
"Lutjanus griseus",2384986,"Lutjanus griseus",FALSE
"Lutjanus guttatus",2385124,"Lutjanus guttatus",FALSE
"Lutjanus inermis",2385001,"Lutjanus inermis",FALSE
"Lutjanus jocu",2384948,"Lutjanus jocu",FALSE
"Lutjanus johnii",2384936,"Lutjanus johnii",FALSE
"Lutjanus jordani",2385094,"Lutjanus jordani",FALSE
"Lutjanus kasmira",2385129,"Lutjanus kasmira",FALSE
"Lutjanus lemniscatus",2384869,"Lutjanus lemniscatus",FALSE
"Lutjanus lutjanus",2384741,"Lutjanus lutjanus",FALSE
"Lutjanus mahogoni",2385023,"Lutjanus mahogoni",FALSE
"Lutjanus monostigma",2385027,"Lutjanus monostigma",FALSE
"Lutjanus novemfasciatus",2385015,"Lutjanus novemfasciatus",FALSE
"Lutjanus quinquelineatus",2384881,"Lutjanus quinquelineatus",FALSE
"Lutjanus rivulatus",2384813,"Lutjanus rivulatus",FALSE
"Lutjanus rufolineatus",2384863,"Lutjanus rufolineatus",FALSE
"Lutjanus russellii",2385118,"Lutjanus russellii",FALSE
"Lutjanus sebae",2384899,"Lutjanus sebae",FALSE
"Lutjanus semicinctus",2384957,"Lutjanus semicinctus",FALSE
"Lutjanus synagris",2384837,"Lutjanus synagris",FALSE
"Lutjanus viridis",2384958,"Lutjanus viridis",FALSE
"Lutjanus vitta",2384771,"Lutjanus vitta",FALSE
"Luzonichthys waitei",2388663,"Luzonichthys waitei",FALSE
"Luzonichthys whitleyi",2388673,"Luzonichthys whitleyi",FALSE
"Lythrypnus dalli",2376016,"Lythrypnus dalli",FALSE
"Lythrypnus gilberti",2376012,"Lythrypnus gilberti",FALSE
"Lythrypnus insularis",2376020,"Lythrypnus insularis",FALSE
"Macolor macularis",2385209,"Macolor macularis",FALSE
"Macolor niger",2385207,"Macolor niger",FALSE
"Macrodontogobius wilburi",2377320,"Macrodontogobius wilburi",FALSE
"Macropharyngodon bipartitus",4285655,"Macropharyngodon bipartitus",FALSE
"Macropharyngodon choati",2383683,"Macropharyngodon choati",FALSE
"Macropharyngodon geoffroy",2383665,"Macropharyngodon geoffroy",FALSE
"Macropharyngodon kuiteri",2383682,"Macropharyngodon kuiteri",FALSE
"Macropharyngodon meleagris",2383673,"Macropharyngodon meleagris",FALSE
"Macropharyngodon negrosensis",2383676,"Macropharyngodon negrosensis",FALSE
"Macropharyngodon ornatus",2383669,"Macropharyngodon ornatus",FALSE
"Malacanthus brevirostris",2389876,"Malacanthus brevirostris",FALSE
"Malacanthus latovittatus",2389870,"Malacanthus latovittatus",FALSE
"Malacanthus plumieri",2389881,"Malacanthus plumieri",FALSE
"Malacoctenus boehlkei",2389519,"Malacoctenus boehlkei",FALSE
"Malacoctenus ebisui",2389504,"Malacoctenus ebisui",FALSE
"Malacoctenus hubbsi",2389511,"Malacoctenus hubbsi",FALSE
"Malacoctenus macropus",2389497,"Malacoctenus macropus",FALSE
"Malacoctenus margaritae",2389508,"Malacoctenus margaritae",FALSE
"Malacoctenus tetranemus",2389523,"Malacoctenus tetranemus",FALSE
"Malacoctenus triangulatus",2389521,"Malacoctenus triangulatus",FALSE
"Malacoctenus zonifer",2389494,"Malacoctenus zonifer",FALSE
"Malacoctenus zonogaster",2389505,"Malacoctenus zonogaster",FALSE
"Manonichthys splendens",2381810,"Manonichthys splendens",FALSE
"Maxillicosta scabriceps",2337282,"Maxillicosta scabriceps",FALSE
"Mccoskerichthys sandae",2381493,"Mccoskerichthys sandae",FALSE
"Mecaenichthys immaculatus",2398485,"Mecaenichthys immaculatus",FALSE
"Medialuna californiensis",2381275,"Medialuna californiensis",FALSE
"Megalops atlanticus",5203123,"Megalops atlanticus",FALSE
"Meiacanthus abruptus",6169404,"Meiacanthus abruptus",FALSE
"Meiacanthus atrodorsalis",2395868,"Meiacanthus atrodorsalis",FALSE
"Meiacanthus bundoon",2395863,"Meiacanthus bundoon",FALSE
"Meiacanthus crinitus",2395872,"Meiacanthus crinitus",FALSE
"Meiacanthus ditrema",2395894,"Meiacanthus ditrema",FALSE
"Meiacanthus grammistes",2395887,"Meiacanthus grammistes",FALSE
"Meiacanthus kamoharai",2395886,"Meiacanthus kamoharai",FALSE
"Meiacanthus lineatus",2395897,"Meiacanthus lineatus",FALSE
"Meiacanthus luteus",2395884,"Meiacanthus luteus",FALSE
"Meiacanthus mossambicus",2395895,"Meiacanthus mossambicus",FALSE
"Meiacanthus naevius",2395883,"Meiacanthus naevius",FALSE
"Meiacanthus nigrolineatus",2395893,"Meiacanthus nigrolineatus",FALSE
"Meiacanthus oualanensis",2395864,"Meiacanthus oualanensis",FALSE
"Meiacanthus phaeus",2395877,"Meiacanthus phaeus",FALSE
"Meiacanthus smithi",2395890,"Meiacanthus smithi",FALSE
"Meiacanthus tongaensis",2395891,"Meiacanthus tongaensis",FALSE
"Melanogrammus aeglefinus",2415822,"Melanogrammus aeglefinus",FALSE
"Melichthys indicus",2407156,"Melichthys indicus",FALSE
"Melichthys niger",2407141,"Melichthys niger",FALSE
"Melichthys vidua",2407158,"Melichthys vidua",FALSE
"Mendosoma lineatum",2394474,"Mendosoma lineatum",FALSE
"Meuschenia australis",2406846,"Meuschenia australis",FALSE
"Meuschenia flavolineata",2406836,"Meuschenia flavolineata",FALSE
"Meuschenia freycineti",2406841,"Meuschenia freycineti",FALSE
"Meuschenia galii",2406855,"Meuschenia galii",FALSE
"Meuschenia hippocrepis",2406838,"Meuschenia hippocrepis",FALSE
"Meuschenia scaber",2406850,"Meuschenia scaber",FALSE
"Meuschenia trachylepis",2406848,"Meuschenia trachylepis",FALSE
"Meuschenia venusta",2406837,"Meuschenia venusta",FALSE
"Microcanthus strigatus",2381246,"Microcanthus strigatus",FALSE
"Microgobius microlepis",2376646,"Microgobius microlepis",FALSE
"Microlepidotus brevipinnis",2382446,"Microlepidotus brevipinnis",FALSE
"Microspathodon bairdii",2398747,"Microspathodon bairdii",FALSE
"Microspathodon chrysurus",2398749,"Microspathodon chrysurus",FALSE
"Microspathodon dorsalis",2398756,"Microspathodon dorsalis",FALSE
"Mimoblennius lineathorax",2395377,"Mimoblennius lineathorax",FALSE
"Mola mola",5213725,"Mola mola",FALSE
"Molva molva",5214880,"Molva molva",FALSE
"Monacanthus chinensis",2406878,"Monacanthus chinensis",FALSE
"Monacanthus tuckeri",2406877,"Monacanthus tuckeri",FALSE
"Monodactylus argenteus",5211117,"Monodactylus argenteus",FALSE
"Monotaxis grandoculis",5208715,"Monotaxis grandoculis",FALSE
"Monotaxis heterodon",9556328,"Monotaxis heterodon",FALSE
"Mugil cephalus",8189568,"Mugil cephalus",FALSE
"Mugil curema",2400641,"Mugil curema",FALSE
"Mugil galapagensis",2400627,"Mugil galapagensis",FALSE
"Mulloidichthys dentatus",2396842,"Mulloidichthys dentatus",FALSE
"Mulloidichthys flavolineatus",2396835,"Mulloidichthys flavolineatus",FALSE
"Mulloidichthys martinicus",2396844,"Mulloidichthys martinicus",FALSE
"Mulloidichthys mimicus",2396851,"Mulloidichthys mimicus",FALSE
"Mulloidichthys vanicolensis",2396852,"Mulloidichthys vanicolensis",FALSE
"Mullus argentinae",2396860,"Mullus argentinae",FALSE
"Mullus surmuletus",2396862,"Mullus surmuletus",FALSE
"Muraena argus",2404317,"Muraena argus",FALSE
"Muraena augusti",2404326,"Muraena augusti",FALSE
"Muraena clepsydra",2404309,"Muraena clepsydra",FALSE
"Muraena helena",2404329,"Muraena helena",FALSE
"Muraena lentiginosa",2404308,"Muraena lentiginosa",FALSE
"Mycteroperca bonaci",2389013,"Mycteroperca bonaci",FALSE
"Mycteroperca fusca",2389030,"Mycteroperca fusca",FALSE
"Mycteroperca interstitialis",2389044,"Mycteroperca interstitialis",FALSE
"Mycteroperca jordani",2388991,"Mycteroperca jordani",FALSE
"Mycteroperca microlepis",2388994,"Mycteroperca microlepis",FALSE
"Mycteroperca olfax",2389031,"Mycteroperca olfax",FALSE
"Mycteroperca rosacea",2389010,"Mycteroperca rosacea",FALSE
"Mycteroperca tigris",2389021,"Mycteroperca tigris",FALSE
"Mycteroperca xenarcha",2388990,"Mycteroperca xenarcha",FALSE
"Myoxocephalus scorpius",2333785,"Myoxocephalus scorpius",FALSE
"Myrichthys maculosus",2404510,"Myrichthys maculosus",FALSE
"Myrichthys tigrinus",2404529,"Myrichthys tigrinus",FALSE
"Myripristis adusta",2357018,"Myripristis adusta",FALSE
"Myripristis amaena",2357046,"Myripristis amaena",FALSE
"Myripristis berndti",2357002,"Myripristis berndti",FALSE
"Myripristis clarionensis",2357038,"Myripristis clarionensis",FALSE
"Myripristis earlei",2357066,"Myripristis earlei",FALSE
"Myripristis gildi",2357016,"Myripristis gildi",FALSE
"Myripristis hexagona",2357039,"Myripristis hexagona",FALSE
"Myripristis jacobus",2357064,"Myripristis jacobus",FALSE
"Myripristis kochiensis",2357036,"Myripristis kochiensis",FALSE
"Myripristis kuntee",2356984,"Myripristis kuntee",FALSE
"Myripristis leiognathus",2357068,"Myripristis leiognathus",FALSE
"Myripristis murdjan",2356993,"Myripristis murdjan",FALSE
"Myripristis pralinia",2357054,"Myripristis pralinia",FALSE
"Myripristis randalli",2357017,"Myripristis randalli",FALSE
"Myripristis tiki",2357007,"Myripristis tiki",FALSE
"Myripristis violacea",2357028,"Myripristis violacea",FALSE
"Myripristis vittata",2357022,"Myripristis vittata",FALSE
"Nannosalarias nativitatis",2395582,"Nannosalarias nativitatis",FALSE
"Naso annulatus",5209098,"Naso annulatus",FALSE
"Naso brachycentron",5209101,"Naso brachycentron",FALSE
"Naso brevirostris",9760005,"Naso brevirostris",FALSE
"Naso caeruleacauda",5209109,"Naso caeruleacauda",FALSE
"Naso caesius",5209126,"Naso caesius",FALSE
"Naso elegans",5209095,"Naso elegans",FALSE
"Naso fageni",5209110,"Naso fageni",FALSE
"Naso hexacanthus",5209121,"Naso hexacanthus",FALSE
"Naso lituratus",5209096,"Naso lituratus",FALSE
"Naso thynnoides",9815142,"Naso thynnoides",FALSE
"Naso tonganus",5209116,"Naso tonganus",FALSE
