"fb_sci_name","gbif_valid_key","gbif_valid_name","gbif_synonym"
"Naso unicornis",5209124,"Naso unicornis",FALSE
"Naso vlamingii",5209104,"Naso vlamingii",FALSE
"Neatypus obliquus",2381285,"Neatypus obliquus",FALSE
"Nectamia similis",2397477,"Nectamia similis",FALSE
"Nelusetta ayraud",2407011,"Nelusetta ayraud",FALSE
"Nemadactylus bergi",2392129,"Nemadactylus bergi",FALSE
"Nemadactylus douglasii",2392142,"Nemadactylus douglasii",FALSE
"Nemadactylus macropterus",2392139,"Nemadactylus macropterus",FALSE
"Nemadactylus valenciennesi",2392134,"Nemadactylus valenciennesi",FALSE
"Nemateleotris magnifica",2385839,"Nemateleotris magnifica",FALSE
"Neocirrhites armatus",2375191,"Neocirrhites armatus",FALSE
"Neoditrema ransonnetii",2389306,"Neoditrema ransonnetii",FALSE
"Neoglyphidodon bonang",2398582,"Neoglyphidodon bonang",FALSE
"Neoglyphidodon carlsoni",2398586,"Neoglyphidodon carlsoni",FALSE
"Neoglyphidodon crossi",2398575,"Neoglyphidodon crossi",FALSE
"Neoglyphidodon melas",2398600,"Neoglyphidodon melas",FALSE
"Neoglyphidodon nigroris",2398588,"Neoglyphidodon nigroris",FALSE
"Neoglyphidodon oxyodon",2398611,"Neoglyphidodon oxyodon",FALSE
"Neoglyphidodon polyacanthus",2398579,"Neoglyphidodon polyacanthus",FALSE
"Neoglyphidodon thoracotaeniatus",2398576,"Neoglyphidodon thoracotaeniatus",FALSE
"Neomyxus leuciscus",2400695,"Neomyxus leuciscus",FALSE
"Neoniphon argenteus",5204756,"Neoniphon argenteus",FALSE
"Neoniphon marianus",5204754,"Neoniphon marianus",FALSE
"Neoniphon opercularis",5204759,"Neoniphon opercularis",FALSE
"Neoniphon sammara",5204751,"Neoniphon sammara",FALSE
"Neoodax balteatus",2387371,"Neoodax balteatus",FALSE
"Neopomacentrus anabatoides",2398544,"Neopomacentrus anabatoides",FALSE
"Neopomacentrus aquadulcis",2398530,"Neopomacentrus aquadulcis",FALSE
"Neopomacentrus azysron",2398558,"Neopomacentrus azysron",FALSE
"Neopomacentrus bankieri",2398548,"Neopomacentrus bankieri",FALSE
"Neopomacentrus cyanomos",2398535,"Neopomacentrus cyanomos",FALSE
"Neopomacentrus filamentosus",2398562,"Neopomacentrus filamentosus",FALSE
"Neopomacentrus metallicus",2398570,"Neopomacentrus metallicus",FALSE
"Neopomacentrus miryae",2398557,"Neopomacentrus miryae",FALSE
"Neopomacentrus nemurus",2398533,"Neopomacentrus nemurus",FALSE
"Neopomacentrus violascens",2398564,"Neopomacentrus violascens",FALSE
"Neosebastes pandus",2337285,"Neosebastes pandus",FALSE
"Neosebastes scorpaenoides",2337292,"Neosebastes scorpaenoides",FALSE
"Nesogobius hinsbyi",2377481,"Nesogobius hinsbyi",FALSE
"Nesogobius pulchellus",2377484,"Nesogobius pulchellus",FALSE
"Nexilosus latifrons",2398720,"Nexilosus latifrons",FALSE
"Nicholsina denticulata",2393453,"Nicholsina denticulata",FALSE
"Notocirrhitus splendens",2375147,"Notocirrhitus splendens",FALSE
"Notoclinops segmentatus",2392831,"Notoclinops segmentatus",FALSE
"Notoclinops yaldwyni",2392836,"Notoclinops yaldwyni",FALSE
"Notoclinus fenestratus",2392752,"Notoclinus fenestratus",FALSE
"Notolabrus celidotus",2383539,"Notolabrus celidotus",FALSE
"Notolabrus cinctus",2383499,"Notolabrus cinctus",FALSE
"Notolabrus fucicola",2383526,"Notolabrus fucicola",FALSE
"Notolabrus gymnogenis",2383532,"Notolabrus gymnogenis",FALSE
"Notolabrus inscriptus",2383521,"Notolabrus inscriptus",FALSE
"Notolabrus parilus",2383546,"Notolabrus parilus",FALSE
"Notolabrus tetricus",2383502,"Notolabrus tetricus",FALSE
"Novaculichthys taeniourus",2383280,"Novaculichthys taeniourus",FALSE
"Oblada melanurus",2392603,"Oblada melanurus",FALSE
"Ocyurus chrysurus",2385282,"Ocyurus chrysurus",FALSE
"Odax cyanoallix",2387379,"Odax cyanoallix",FALSE
"Odax pullus",2387389,"Odax pullus",FALSE
"Odontoscion dentex",2399624,"Odontoscion dentex",FALSE
"Odontoscion eurymesops",2399627,"Odontoscion eurymesops",FALSE
"Odontoscion xanthops",2399626,"Odontoscion xanthops",FALSE
"Odonus niger",2407210,"Odonus niger",FALSE
"Ogcocephalus darwini",5214838,"Ogcocephalus darwini",FALSE
"Ogilbia cocoensis",2346407,"Ogilbia cocoensis",FALSE
"Ogilbia galapagosensis",2346388,"Ogilbia galapagosensis",FALSE
"Ogilbichthys ferocis",2346351,"Ogilbichthys ferocis",FALSE
"Ogilbyina novaehollandiae",2381828,"Ogilbyina novaehollandiae",FALSE
"Ogilbyina queenslandiae",2381833,"Ogilbyina queenslandiae",FALSE
"Olisthops cyanomelas",2387397,"Olisthops cyanomelas",FALSE
"Oman ypsilon",2395901,"Oman ypsilon",FALSE
"Omegophora armilla",2407640,"Omegophora armilla",FALSE
"Omegophora cyanopunctata",2407639,"Omegophora cyanopunctata",FALSE
"Omobranchus aurosplendidus",2396117,"Omobranchus aurosplendidus",FALSE
"Omobranchus germaini",2396137,"Omobranchus germaini",FALSE
"Omobranchus mekranensis",2396115,"Omobranchus mekranensis",FALSE
"Omobranchus smithi",2396149,"Omobranchus smithi",FALSE
"Ophioblennius atlanticus",2395284,"Ophioblennius atlanticus",FALSE
"Ophioblennius clippertonensis",5961987,"Ophioblennius clippertonensis",FALSE
"Ophioblennius steindachneri",7987506,"Ophioblennius steindachneri",FALSE
"Ophiodon elongatus",2336521,"Ophiodon elongatus",FALSE
"Ophthalmolepis lineolata",2383927,"Ophthalmolepis lineolata",FALSE
"Opisthocentrus ocellatus",5211331,"Opisthocentrus ocellatus",FALSE
"Opisthocentrus tenuis",5211337,"Opisthocentrus tenuis",FALSE
"Opisthocentrus zonope",5211336,"Opisthocentrus zonope",FALSE
"Opistognathus aurifrons",2391774,"Opistognathus aurifrons",FALSE
"Opistognathus darwiniensis",2391757,"Opistognathus darwiniensis",FALSE
"Opistognathus randalli",5961791,"Opistognathus randalli",FALSE
"Oplegnathus conwayi",2392242,"Oplegnathus conwayi",FALSE
"Oplegnathus insignis",2392250,"Oplegnathus insignis",FALSE
"Optivus agastos",2357165,"Optivus agastos",FALSE
"Orthonopias triacis",2333856,"Orthonopias triacis",FALSE
"Orthopristis forbesi",2382810,"Orthopristis forbesi",FALSE
"Ostorhinchus angustatus",2397343,"Ostorhinchus angustatus",FALSE
"Ostorhinchus apogonoides",5962027,"Ostorhinchus apogonoides",FALSE
"Ostorhinchus aureus",7193028,"Ostorhinchus aureus",FALSE
"Ostorhinchus capricornis",7193058,"Ostorhinchus capricornis",FALSE
"Ostorhinchus chrysotaenia",7193038,"Ostorhinchus chrysotaenia",FALSE
"Ostorhinchus doederleini",7193062,"Ostorhinchus doederleini",FALSE
"Ostorhinchus fasciatus",7193045,"Ostorhinchus fasciatus",FALSE
"Ostorhinchus flavus",7193059,"Ostorhinchus flavus",FALSE
"Ostorhinchus limenus",8041364,"Ostorhinchus limenus",FALSE
"Ostorhinchus luteus",2397455,"Ostorhinchus luteus",FALSE
"Ostorhinchus multilineatus",7193044,"Ostorhinchus multilineatus",FALSE
"Ostorhinchus nigrofasciatus",7193013,"Ostorhinchus nigrofasciatus",FALSE
"Ostorhinchus norfolcensis",7803668,"Ostorhinchus norfolcensis",FALSE
"Ostorhinchus notatus",7921505,"Ostorhinchus notatus",FALSE
"Ostorhinchus parvulus",7193047,"Ostorhinchus parvulus",FALSE
"Ostorhinchus properuptus",7193027,"Ostorhinchus properuptus",FALSE
"Ostorhinchus rubrimacula",2397071,"Ostorhinchus rubrimacula",FALSE
"Ostorhinchus schlegeli",7193052,"Ostorhinchus schlegeli",FALSE
"Ostorhinchus sealei",7193049,"Ostorhinchus sealei",FALSE
"Ostorhinchus urostigmus",7771019,"Ostorhinchus urostigmus",FALSE
"Ostorhinchus victoriae",8270346,"Ostorhinchus victoriae",FALSE
"Ostorhinchus wassinki",7193016,"Ostorhinchus wassinki",FALSE
"Ostracion cubicum",5213766,"Ostracion cubicus",TRUE
"Ostracion cyanurus",5213778,"Ostracion cyanurus",FALSE
"Ostracion immaculatum",5213785,"Ostracion immaculatum",FALSE
"Ostracion meleagris",8262148,"Ostracion meleagris",FALSE
"Ostracion solorense",11207057,"Ostracion solorense",FALSE
"Ostracion whitleyi",5213783,"Ostracion whitleyi",FALSE
"Othos dentex",2388620,"Othos dentex",FALSE
"Oxycercichthys veliferus",2381799,"Oxycercichthys veliferus",FALSE
"Oxycheilinus bimaculatus",2384363,"Oxycheilinus bimaculatus",FALSE
"Oxycheilinus celebicus",2384365,"Oxycheilinus celebicus",FALSE
"Oxycheilinus digramma",2384370,"Oxycheilinus digramma",FALSE
"Oxycheilinus mentalis",2384356,"Oxycheilinus mentalis",FALSE
"Oxycheilinus orientalis",2384359,"Oxycheilinus orientalis",FALSE
"Oxycheilinus unifasciatus",2384367,"Oxycheilinus unifasciatus",FALSE
"Oxycirrhites typus",2375203,"Oxycirrhites typus",FALSE
"Oxyjulis californica",2383301,"Oxyjulis californica",FALSE
"Oxylebius pictus",2336510,"Oxylebius pictus",FALSE
"Oxymonacanthus longirostris",2406917,"Oxymonacanthus longirostris",FALSE
"Pachymetopon aeneum",2392598,"Pachymetopon aeneum",FALSE
"Pachymetopon blochii",2392589,"Pachymetopon blochii",FALSE
"Pachymetopon grande",2392595,"Pachymetopon grande",FALSE
"Pagellus acarne",2392566,"Pagellus acarne",FALSE
"Pagellus erythrinus",2392554,"Pagellus erythrinus",FALSE
"Pagrus auratus",9770885,"Pagrus auratus",FALSE
"Pagrus auriga",5210933,"Pagrus auriga",FALSE
"Pagrus pagrus",5210913,"Pagrus pagrus",FALSE
"Parablennius gattorugine",2395767,"Parablennius gattorugine",FALSE
"Parablennius incognitus",2395735,"Parablennius incognitus",FALSE
"Parablennius intermedius",2395795,"Parablennius intermedius",FALSE
"Parablennius laticlavius",2395762,"Parablennius laticlavius",FALSE
"Parablennius marmoreus",2395741,"Parablennius marmoreus",FALSE
"Parablennius pilicornis",2395292,"Parablennius pilicornis",FALSE
"Parablennius rouxi",2395755,"Parablennius rouxi",FALSE
"Parablennius sanguinolentus",2395803,"Parablennius sanguinolentus",FALSE
"Parablennius serratolineatus",2395739,"Parablennius serratolineatus",FALSE
"Parablennius tasmanianus",2395799,"Parablennius tasmanianus",FALSE
"Parablennius zvonimiri",2395748,"Parablennius zvonimiri",FALSE
"Paracaesio xanthura",2384699,"Paracaesio xanthura",FALSE
"Paracanthurus hepatus",2379534,"Paracanthurus hepatus",FALSE
"Paracentropyge multifasciata",2396514,"Paracentropyge multifasciata",FALSE
"Parachaetodon ocellatus",2385661,"Parachaetodon ocellatus",FALSE
"Paracheilinus cyaneus",2383899,"Paracheilinus cyaneus",FALSE
"Paracheilinus octotaenia",2383904,"Paracheilinus octotaenia",FALSE
"Paracirrhites arcatus",5208726,"Paracirrhites arcatus",FALSE
"Paracirrhites forsteri",5208733,"Paracirrhites forsteri",FALSE
"Paracirrhites hemistictus",5208730,"Paracirrhites hemistictus",FALSE
"Paracirrhites nisus",5208732,"Paracirrhites nisus",FALSE
"Paracirrhites xanthus",5208729,"Paracirrhites xanthus",FALSE
"Paradiancistrus cuyoensis",2346259,"Paradiancistrus cuyoensis",FALSE
"Paragobiodon echinocephalus",2378093,"Paragobiodon echinocephalus",FALSE
"Paragobiodon xanthosoma",2378101,"Paragobiodon xanthosoma",FALSE
"Parajulis poecilepterus",2383563,"Parajulis poecilepterus",FALSE
"Paralabrax albomaculatus",2387724,"Paralabrax albomaculatus",FALSE
"Paralabrax auroguttatus",2387727,"Paralabrax auroguttatus",FALSE
"Paralabrax clathratus",2387731,"Paralabrax clathratus",FALSE
"Paralabrax maculatofasciatus",2387722,"Paralabrax maculatofasciatus",FALSE
"Paralabrax nebulifer",2387738,"Paralabrax nebulifer",FALSE
"Paraluteres prionurus",2406788,"Paraluteres prionurus",FALSE
"Paramonacanthus japonicus",5213424,"Paramonacanthus japonicus",FALSE
"Paranotothenia magellanica",2385936,"Paranotothenia magellanica",FALSE
"Paranthias colonus",2387693,"Paranthias colonus",FALSE
"Paranthias furcifer",2387685,"Paranthias furcifer",FALSE
"Parapercis australis",5209975,"Parapercis australis",FALSE
"Parapercis clathrata",5210021,"Parapercis clathrata",FALSE
"Parapercis colias",5210010,"Parapercis colias",FALSE
"Parapercis haackei",5210061,"Parapercis haackei",FALSE
"Parapercis lineopunctata",5210016,"Parapercis lineopunctata",FALSE
"Parapercis millepunctata",5209994,"Parapercis millepunctata",FALSE
"Parapercis multiplicata",5210035,"Parapercis multiplicata",FALSE
"Parapercis pacifica",5210036,"Parapercis pacifica",FALSE
"Parapercis queenslandica",5209997,"Parapercis queenslandica",FALSE
"Parapercis ramsayi",5210065,"Parapercis ramsayi",FALSE
"Parapercis schauinslandii",5210058,"Parapercis schauinslandii",FALSE
"Parapercis snyderi",5209971,"Parapercis snyderi",FALSE
"Parapercis stricticeps",5210006,"Parapercis stricticeps",FALSE
"Parapercis tetracantha",5209998,"Parapercis tetracantha",FALSE
"Parapercis xanthogramma",5209977,"Parapercis xanthogramma",FALSE
"Parapercis xanthozona",5210012,"Parapercis xanthozona",FALSE
"Paraplesiops bleekeri",2389746,"Paraplesiops bleekeri",FALSE
"Paraplesiops meleagris",2389751,"Paraplesiops meleagris",FALSE
"Paraplesiops poweri",2389757,"Paraplesiops poweri",FALSE
"Paraplotosus butleri",2341938,"Paraplotosus butleri",FALSE
"Parapriacanthus dispar",2374415,"Parapriacanthus dispar",FALSE
"Parapriacanthus elongatus",2374413,"Parapriacanthus elongatus",FALSE
"Parapriacanthus ransonneti",2374418,"Parapriacanthus ransonneti",FALSE
"Parapristipoma octolineatum",2382486,"Parapristipoma octolineatum",FALSE
"Parapristipoma trilineatum",9715060,"Parapristipoma trilineatum",FALSE
"Parascorpis typus",2397659,"Parascorpis typus",FALSE
"Paratrachichthys trailli",2357071,"Paratrachichthys trailli",FALSE
"Pareques acuminatus",2399906,"Pareques acuminatus",FALSE
"Pareques perissa",2399912,"Pareques perissa",FALSE
"Pareques viola",2399901,"Pareques viola",FALSE
"Parequula melbournensis",5208050,"Parequula melbournensis",FALSE
"Paristiopterus gallipavo",2375227,"Paristiopterus gallipavo",FALSE
"Paristiopterus labiosus",2375228,"Paristiopterus labiosus",FALSE
"Parma alboscapularis",2399355,"Parma alboscapularis",FALSE
"Parma bicolor",2399351,"Parma bicolor",FALSE
"Parma kermadecensis",2399357,"Parma kermadecensis",FALSE
"Parma mccullochi",2399354,"Parma mccullochi",FALSE
"Parma microlepis",2399347,"Parma microlepis",FALSE
"Parma occidentalis",2399356,"Parma occidentalis",FALSE
"Parma oligolepis",2399346,"Parma oligolepis",FALSE
"Parma polylepis",2399352,"Parma polylepis",FALSE
"Parma unifasciata",2399353,"Parma unifasciata",FALSE
"Parma victoriae",2399342,"Parma victoriae",FALSE
"Parupeneus barberinoides",2396713,"Parupeneus barberinoides",FALSE
"Parupeneus barberinus",2396650,"Parupeneus barberinus",FALSE
"Parupeneus chrysopleuron",2396687,"Parupeneus chrysopleuron",FALSE
"Parupeneus ciliatus",2396716,"Parupeneus ciliatus",FALSE
"Parupeneus crassilabris",2396740,"Parupeneus crassilabris",FALSE
"Parupeneus cyclostomus",2396655,"Parupeneus cyclostomus",FALSE
"Parupeneus forsskali",2396749,"Parupeneus forsskali",FALSE
"Parupeneus heptacanthus",2396606,"Parupeneus heptacanthus",FALSE
"Parupeneus indicus",2396727,"Parupeneus indicus",FALSE
"Parupeneus insularis",2396744,"Parupeneus insularis",FALSE
"Parupeneus macronemus",2396631,"Parupeneus macronemus",FALSE
"Parupeneus multifasciatus",2396623,"Parupeneus multifasciatus",FALSE
"Parupeneus pleurostigma",2396678,"Parupeneus pleurostigma",FALSE
"Parupeneus porphyreus",2396693,"Parupeneus porphyreus",FALSE
"Parupeneus spilurus",2396642,"Parupeneus spilurus",FALSE
"Patagonotothen cornucola",2385859,"Patagonotothen cornucola",FALSE
"Patagonotothen guntheri",2385868,"Patagonotothen guntheri",FALSE
"Patagonotothen tessellata",2385875,"Patagonotothen tessellata",FALSE
"Patagonotothen wiltoni",2385862,"Patagonotothen wiltoni",FALSE
"Pelates octolineatus",5208657,"Pelates octolineatus",FALSE
"Pelates quadrilineatus",5208652,"Pelates quadrilineatus",FALSE
"Pelsartia humeralis",2374462,"Pelsartia humeralis",FALSE
"Pempheris adspersa",2374406,"Pempheris adspersa",FALSE
"Pempheris adusta",2374385,"Pempheris adusta",FALSE
"Pempheris affinis",2374381,"Pempheris affinis",FALSE
"Pempheris analis",2374371,"Pempheris analis",FALSE
"Pempheris compressa",2374408,"Pempheris compressa",FALSE
"Pempheris klunzingeri",2374370,"Pempheris klunzingeri",FALSE
"Pempheris mangula",2374389,"Pempheris mangula",FALSE
"Pempheris molucca",2374383,"Pempheris molucca",FALSE
"Pempheris multiradiata",2374394,"Pempheris multiradiata",FALSE
"Pempheris ornata",2374382,"Pempheris ornata",FALSE
"Pempheris oualensis",2374387,"Pempheris oualensis",FALSE
"Pempheris schomburgkii",2374373,"Pempheris schomburgkii",FALSE
"Pempheris schwenkii",2374399,"Pempheris schwenkii",FALSE
"Pempheris vanicolensis",2374398,"Pempheris vanicolensis",FALSE
"Pentaceropsis recurvirostris",5208742,"Pentaceropsis recurvirostris",FALSE
"Pentapodus aureofasciatus",2379934,"Pentapodus aureofasciatus",FALSE
"Pentapodus caninus",2379907,"Pentapodus caninus",FALSE
"Pentapodus emeryii",2379916,"Pentapodus emeryii",FALSE
"Pentapodus paradiseus",2379912,"Pentapodus paradiseus",FALSE
"Pentapodus porosus",2379935,"Pentapodus porosus",FALSE
"Pentapodus trivittatus",2379901,"Pentapodus trivittatus",FALSE
"Pentapodus vitta",2379940,"Pentapodus vitta",FALSE
"Pervagor alternans",2406827,"Pervagor alternans",FALSE
"Pervagor aspricaudus",2406822,"Pervagor aspricaudus",FALSE
"Pervagor janthinosoma",2406809,"Pervagor janthinosoma",FALSE
"Pervagor marginalis",2406830,"Pervagor marginalis",FALSE
"Pervagor melanocephalus",2406817,"Pervagor melanocephalus",FALSE
"Petroscirtes breviceps",2395408,"Petroscirtes breviceps",FALSE
"Petroscirtes fallax",2395432,"Petroscirtes fallax",FALSE
"Petroscirtes lupus",2395414,"Petroscirtes lupus",FALSE
"Petroscirtes mitratus",2395424,"Petroscirtes mitratus",FALSE
"Phanerodon atripes",2389268,"Phanerodon atripes",FALSE
"Pholidapus dybowskii",2394967,"Pholidapus dybowskii",FALSE
"Pholidichthys leucotaenia",2384690,"Pholidichthys leucotaenia",FALSE
"Pholis crassispina",5210429,"Pholis crassispina",FALSE
"Pholis gunnellus",5210421,"Pholis gunnellus",FALSE
"Phyllogobius platycephalops",2378954,"Phyllogobius platycephalops",FALSE
"Pictichromis paccagnellorum",9975637,"Pictichromis paccagnellorum",FALSE
"Pictichromis porphyrea",2381584,"Pictichromis porphyrea",FALSE
"Pictilabrus laticlavius",2383363,"Pictilabrus laticlavius",FALSE
"Pictilabrus viridis",2383371,"Pictilabrus viridis",FALSE
"Pinguipes brasilianus",2387109,"Pinguipes brasilianus",FALSE
"Pinguipes chilensis",2387112,"Pinguipes chilensis",FALSE
"Plagiotremus azaleus",2395978,"Plagiotremus azaleus",FALSE
"Plagiotremus ewaensis",2395972,"Plagiotremus ewaensis",FALSE
"Plagiotremus goslinei",2395999,"Plagiotremus goslinei",FALSE
"Plagiotremus laudandus",4286043,"Plagiotremus laudandus",FALSE
"Plagiotremus phenax",2395992,"Plagiotremus phenax",FALSE
"Plagiotremus rhinorhynchos",2395981,"Plagiotremus rhinorhynchos",FALSE
"Plagiotremus tapeinosoma",2395993,"Plagiotremus tapeinosoma",FALSE
"Plagiotremus townsendi",2395976,"Plagiotremus townsendi",FALSE
"Platax batavianus",2394317,"Platax batavianus",FALSE
"Platax boersii",2394310,"Platax boersii",FALSE
"Platax orbicularis",2394300,"Platax orbicularis",FALSE
"Platax pinnatus",2394307,"Platax pinnatus",FALSE
"Platax teira",2394312,"Platax teira",FALSE
"Platycephalus bassensis",5201387,"Platycephalus bassensis",FALSE
"Platycephalus endrachtensis",5201402,"Platycephalus endrachtensis",FALSE
"Platycephalus fuscus",5201404,"Platycephalus fuscus",FALSE
"Platycephalus laevigatus",5201397,"Platycephalus laevigatus",FALSE
"Platycephalus richardsoni",5201392,"Platycephalus richardsoni",FALSE
"Platycephalus speculator",5201384,"Platycephalus speculator",FALSE
"Platygillellus rubellulus",2390140,"Platygillellus rubellulus",FALSE
"Plectorhinchus albovittatus",2382626,"Plectorhinchus albovittatus",FALSE
"Plectorhinchus caeruleonothus",8591117,"Plectorhinchus caeruleonothus",FALSE
"Plectorhinchus chaetodonoides",2382701,"Plectorhinchus chaetodonoides",FALSE
"Plectorhinchus chrysotaenia",2382760,"Plectorhinchus chrysotaenia",FALSE
"Plectorhinchus diagrammus",2382618,"Plectorhinchus diagrammus",FALSE
"Plectorhinchus flavomaculatus",2382732,"Plectorhinchus flavomaculatus",FALSE
"Plectorhinchus gibbosus",9815299,"Plectorhinchus gibbosus",FALSE
"Plectorhinchus lessonii",2382643,"Plectorhinchus lessonii",FALSE
"Plectorhinchus lineatus",2382650,"Plectorhinchus lineatus",FALSE
"Plectorhinchus multivittatus",2382697,"Plectorhinchus multivittatus",FALSE
"Plectorhinchus picus",2382467,"Plectorhinchus picus",FALSE
"Plectorhinchus polytaenia",2382776,"Plectorhinchus polytaenia",FALSE
"Plectorhinchus vittatus",2382755,"Plectorhinchus vittatus",FALSE
"Plectranthias nanus",2388039,"Plectranthias nanus",FALSE
"Plectroglyphidodon dickii",2398924,"Plectroglyphidodon dickii",FALSE
"Plectroglyphidodon flaviventris",2398964,"Plectroglyphidodon flaviventris",FALSE
"Plectroglyphidodon imparipennis",2398959,"Plectroglyphidodon imparipennis",FALSE
"Plectroglyphidodon johnstonianus",2398965,"Plectroglyphidodon johnstonianus",FALSE
"Stegastes lacrymatus",2398933,"Plectroglyphidodon lacrymatus",TRUE
"Plectroglyphidodon leucozonus",2398942,"Plectroglyphidodon leucozonus",FALSE
"Plectroglyphidodon phoenixensis",2398967,"Plectroglyphidodon phoenixensis",FALSE
"Plectropomus areolatus",5210126,"Plectropomus areolatus",FALSE
"Plectropomus laevis",5210141,"Plectropomus laevis",FALSE
"Plectropomus leopardus",5210114,"Plectropomus leopardus",FALSE
"Plectropomus maculatus",5210118,"Plectropomus maculatus",FALSE
"Plectropomus oligacanthus",5210122,"Plectropomus oligacanthus",FALSE
"Plectropomus pessuliferus",5210131,"Plectropomus pessuliferus",FALSE
"Pleurosicya elongata",2375643,"Pleurosicya elongata",FALSE
"Pleurosicya mossambica",2375642,"Pleurosicya mossambica",FALSE
"Plotosus canius",2341920,"Plotosus canius",FALSE
"Plotosus japonicus",2341927,"Plotosus japonicus",FALSE
"Plotosus lineatus",7965247,"Plotosus lineatus",FALSE
"Pollachius pollachius",2415872,"Pollachius pollachius",FALSE
"Pollachius virens",2415861,"Pollachius virens",FALSE
"Polysteganus praeorbitalis",2392495,"Polysteganus praeorbitalis",FALSE
"Polysteganus undulosus",2392497,"Polysteganus undulosus",FALSE
"Pomacanthus arcuatus",2396435,"Pomacanthus arcuatus",FALSE
"Pomacanthus imperator",2396426,"Pomacanthus imperator",FALSE
"Pomacanthus navarchus",2396407,"Pomacanthus navarchus",FALSE
"Pomacanthus paru",2396447,"Pomacanthus paru",FALSE
"Pomacanthus semicirculatus",2396399,"Pomacanthus semicirculatus",FALSE
"Pomacanthus sexstriatus",2396414,"Pomacanthus sexstriatus",FALSE
"Pomacanthus xanthometopon",2396411,"Pomacanthus xanthometopon",FALSE
"Pomacanthus zonipectus",2396396,"Pomacanthus zonipectus",FALSE
"Pomacentrus adelus",2398297,"Pomacentrus adelus",FALSE
"Pomacentrus albimaculus",2398328,"Pomacentrus albimaculus",FALSE
"Pomacentrus alexanderae",2398313,"Pomacentrus alexanderae",FALSE
"Pomacentrus alleni",2398369,"Pomacentrus alleni",FALSE
"Pomacentrus amboinensis",2398345,"Pomacentrus amboinensis",FALSE
"Pomacentrus aurifrons",2398322,"Pomacentrus aurifrons",FALSE
"Pomacentrus auriventris",2398277,"Pomacentrus auriventris",FALSE
"Pomacentrus australis",2398315,"Pomacentrus australis",FALSE
"Pomacentrus baenschi",2398318,"Pomacentrus baenschi",FALSE
"Pomacentrus bankanensis",2398294,"Pomacentrus bankanensis",FALSE
"Pomacentrus brachialis",2398325,"Pomacentrus brachialis",FALSE
"Pomacentrus burroughi",2398271,"Pomacentrus burroughi",FALSE
"Pomacentrus caeruleus",2398286,"Pomacentrus caeruleus",FALSE
"Pomacentrus callainus",2398280,"Pomacentrus callainus",FALSE
"Pomacentrus chrysurus",2398362,"Pomacentrus chrysurus",FALSE
"Pomacentrus coelestis",2398388,"Pomacentrus coelestis",FALSE
"Pomacentrus cuneatus",2398387,"Pomacentrus cuneatus",FALSE
"Pomacentrus grammorhynchus",2398263,"Pomacentrus grammorhynchus",FALSE
"Pomacentrus imitator",2398350,"Pomacentrus imitator",FALSE
"Pomacentrus indicus",2398358,"Pomacentrus indicus",FALSE
"Pomacentrus lepidogenys",2398390,"Pomacentrus lepidogenys",FALSE
"Pomacentrus microspilus",2398260,"Pomacentrus microspilus",FALSE
"Pomacentrus milleri",2398353,"Pomacentrus milleri",FALSE
"Pomacentrus moluccensis",2398282,"Pomacentrus moluccensis",FALSE
"Pomacentrus nagasakiensis",2398320,"Pomacentrus nagasakiensis",FALSE
"Pomacentrus nigromanus",2398354,"Pomacentrus nigromanus",FALSE
"Pomacentrus nigromarginatus",2398316,"Pomacentrus nigromarginatus",FALSE
"Pomacentrus opisthostigma",2398330,"Pomacentrus opisthostigma",FALSE
"Pomacentrus pavo",2398299,"Pomacentrus pavo",FALSE
"Pomacentrus philippinus",2398336,"Pomacentrus philippinus",FALSE
"Pomacentrus reidi",2398317,"Pomacentrus reidi",FALSE
"Pomacentrus simsiang",2398281,"Pomacentrus simsiang",FALSE
"Pomacentrus smithi",2398309,"Pomacentrus smithi",FALSE
"Pomacentrus spilotoceps",2398335,"Pomacentrus spilotoceps",FALSE
"Pomacentrus sulfureus",2398340,"Pomacentrus sulfureus",FALSE
"Pomacentrus trichrourus",2398290,"Pomacentrus trichrourus",FALSE
"Pomacentrus trilineatus",2398269,"Pomacentrus trilineatus",FALSE
"Pomacentrus tripunctatus",2398373,"Pomacentrus tripunctatus",FALSE
"Pomacentrus vaiuli",2398267,"Pomacentrus vaiuli",FALSE
"Pomacentrus wardi",2398262,"Pomacentrus wardi",FALSE
"Pomachromis fuscidorsalis",2398274,"Pomachromis fuscidorsalis",FALSE
"Pomachromis richardsoni",2398170,"Pomachromis richardsoni",FALSE
"Pomadasys incisus",2382461,"Pomadasys incisus",FALSE
"Pomatomus saltatrix",5208090,"Pomatomus saltatrix",FALSE
"Pomatoschistus minutus",2379300,"Pomatoschistus minutus",FALSE
"Pomatoschistus pictus",2379289,"Pomatoschistus pictus",FALSE
"Porichthys notatus",2350817,"Porichthys notatus",FALSE
"Praealticus natalis",2395493,"Praealticus natalis",FALSE
"Amphiprion biaculeatus",2398709,"Premnas biaculeatus",TRUE
"Priacanthus blochii",2375023,"Priacanthus blochii",FALSE
"Priacanthus hamrur",2375011,"Priacanthus hamrur",FALSE
"Priolepis ascensionis",2378464,"Priolepis ascensionis",FALSE
"Prionotus miles",5201576,"Prionotus miles",FALSE
"Prionurus laticlavius",5209135,"Prionurus laticlavius",FALSE
"Prionurus maculatus",5209139,"Prionurus maculatus",FALSE
